,Ch1,Ch2,Ch3,Ch4,,,
893,0.388614369,0.089220775,0.1421174,0.380047456,,,
894,0.256244799,0.139977501,0.053335561,0.550442139,,,
895,0.161552132,0.402394412,0.041533061,0.394520395,,,
896,0.159709717,0.441221583,0.080110491,0.318958208,,,
897,0.024732623,0.112104084,0.184035454,0.679127839,,,
898,0.402047796,0.091820815,0.070496082,0.435635307,,,
899,0.255505071,0.068409604,0.18637978,0.489705545,,,
900,0.184796448,0.032841402,0.213076394,0.569285756,,,
901,0.208207568,0.171672234,0.307333972,0.312786227,,,
902,0.094225079,0.075176914,0.132408791,0.698189216,,,
903,0.225724989,0.100370103,0.207494434,0.466410474,,,
904,0.292699907,0.301403693,0.128840927,0.277055474,,,
905,0.059207588,0.059209569,0.226427327,0.655155516,,,
906,0.471154994,0.104460139,0.028169715,0.396215152,,,
907,0.242606403,0.093373117,0.174143201,0.489877279,,,
908,0.054055718,0.445578912,0.080476548,0.419888822,,,
909,0.305478566,0.197714937,0.30732986,0.189476637,,,
910,0.144302867,0.269294539,0.192730268,0.393672326,,,
911,0.138423831,0.392403554,0.075910388,0.393262227,,,
912,0.045118892,0.167588379,0.365710731,0.421581997,,,
913,0.424430023,0.404331683,0.131951644,0.039286649,,,
914,0.507737437,0.359441153,0.092735555,0.040085855,,,
915,0.574189304,0.227121192,0.110420449,0.088269055,,,
916,0.550722042,0.246706861,0.165701501,0.036869595,,,
917,0.364167897,0.375289722,0.168364572,0.092177808,,,
918,0.29567092,0.458877703,0.154003537,0.09144784,,,
919,0.177154724,0.239064539,0.505102239,0.078678497,,,
920,0.535113185,0.198151139,0.225414364,0.041321312,,,
921,0.183272438,0.142979155,0.60397992,0.069768487,,,
922,0.484615194,0.079460087,0.314768434,0.121156285,,,
923,0.16875381,0.615456665,0.097989245,0.11780028,,,
924,0.049819429,0.526412078,0.331598834,0.092169659,,,
925,0.504192573,0.33494606,0.13290829,0.027953077,,,
926,0.45345528,0.237293274,0.276378519,0.032872928,,,
927,0.516075808,0.114740036,0.294470437,0.074713719,,,
928,0.636090617,0.172104362,0.071636582,0.120168439,,,
929,0.68539788,0.094478403,0.107957326,0.112166391,,,
930,0.073687182,0.784066235,0.10263575,0.039610832,,,
931,0.236128822,0.140231127,0.516511029,0.107129022,,,
932,0.023312455,0.214858197,0.281349133,0.480480215,,,
933,0.227982882,0.065529772,0.266485883,0.440001462,,,
934,0.150821799,0.053473685,0.306336383,0.489368133,,,
935,0.295267306,0.06356605,0.055319369,0.585847275,,,
936,0.24650265,0.347012074,0.027210246,0.379275029,,,
937,0.039573915,0.069513965,0.31525579,0.57565633,,,
938,0.200635446,0.279354127,0.039284981,0.480725446,,,
939,0.061300019,0.043619273,0.467602721,0.427477987,,,
940,0.243513342,0.216522829,0.277423229,0.262540599,,,
941,0.028379279,0.158001287,0.193068025,0.620551409,,,
942,0.077882468,0.364598033,0.220547688,0.336971811,,,
943,0.209330429,0.289464431,0.038534688,0.462670452,,,
944,0.368591891,0.02940468,0.331353724,0.270649706,,,
945,0.196459743,0.339127471,0.188448769,0.275964017,,,
946,0.17880544,0.130391045,0.242679444,0.44812407,,,
947,0.087912607,0.114676079,0.083449015,0.7139623,,,
948,0.061364984,0.522408761,0.070832606,0.345393648,,,
949,0.184556323,0.263448187,0.208876152,0.343119337,,,
950,0.100218307,0.223873281,0.103936382,0.57197203,,,
951,0.089450647,0.316406732,0.37451307,0.219629551,,,
952,0.068206746,0.739075664,0.060254727,0.132462863,,,
953,0.148816682,0.108115357,0.629472347,0.113595614,,,
954,0.071632708,0.363309501,0.377136908,0.187920883,,,
955,0.436879749,0.239331352,0.195285675,0.128503225,,,
956,0.088916189,0.473276956,0.326639939,0.111166917,,,
957,0.062190912,0.53037401,0.257721445,0.149713633,,,
958,0.361296263,0.204977724,0.238520006,0.195206007,,,
959,0.312242701,0.275665315,0.140562338,0.271529646,,,
960,0.17454346,0.542464748,0.124152762,0.15883903,,,
961,0.067930059,0.34445955,0.533926534,0.053683857,,,
962,0.04973934,0.259317893,0.584136538,0.106806229,,,
963,0.607809794,0.117431565,0.081423118,0.193335523,,,
964,0.392027016,0.11265794,0.379113596,0.116201448,,,
965,0.333213472,0.245751128,0.212271013,0.208764388,,,
966,0.150433479,0.528580429,0.12274312,0.198242971,,,
967,0.479928302,0.066169767,0.383696015,0.070205916,,,
968,0.125274612,0.468760016,0.350236276,0.055729095,,,
969,0.299866314,0.437517283,0.100295864,0.162320539,,,
970,0.33063555,0.371099145,0.04293445,0.255330855,,,
971,0.455570619,0.086733832,0.062402762,0.395292787,,,
972,0.12427899,0.09510418,0.33438974,0.446227091,,,
973,0.529624895,0.055385969,0.066346166,0.348642971,,,
974,0.09233622,0.239817505,0.262590175,0.4052561,,,
975,0.06689979,0.62260563,0.076192171,0.23430241,,,
976,0.339654993,0.109190637,0.079077753,0.472076617,,,
977,0.15843949,0.189006444,0.125749019,0.526805047,,,
978,0.174150713,0.044132401,0.624078381,0.157638505,,,
979,0.045234877,0.230242443,0.235312881,0.489209799,,,
980,0.097598416,0.329577698,0.079177234,0.493646652,,,
981,0.0697269,0.622965071,0.050525455,0.256782574,,,
982,0.037072832,0.647270772,0.119110866,0.196545531,,,
983,0.564257311,0.086628697,0.055303675,0.293810317,,,
984,0.350435879,0.19634334,0.037535085,0.415685696,,,
985,0.047533811,0.318504554,0.36894816,0.265013474,,,
986,0.224834964,0.437176096,0.085188967,0.252799973,,,
987,0.411762773,0.235984584,0.035878603,0.31637404,,,
988,0.134631964,0.305918763,0.357619679,0.201829595,,,
989,0.04624946,0.361299425,0.501965201,0.090485914,,,
990,0.122950948,0.445537887,0.167953779,0.263557386,,,
991,0.181742097,0.22907006,0.364983337,0.224204506,,,
992,0.273088709,0.327429903,0.215000222,0.184481165,,,
993,0.07985584,0.55985709,0.152691644,0.207595426,,,
994,0.47518814,0.102409694,0.1190347,0.303367467,,,
995,0.240775037,0.539302787,0.060781719,0.159140457,,,
996,0.340806537,0.539068449,0.038935433,0.081189581,,,
997,0.588640762,0.175405928,0.037563788,0.198389522,,,
998,0.071659211,0.579653374,0.090326817,0.258360598,,,
999,0.12984432,0.140615463,0.541628613,0.187911605,,,
1000,0.117959196,0.141655313,0.383802652,0.356582839,,,
1001,0.077877253,0.164661034,0.50785579,0.249605924,,,
1002,0.07157337,0.314881913,0.47391916,0.139625557,,,
1003,0.074091995,0.554094086,0.189092214,0.182721705,,,
1004,0.081514817,0.582681931,0.112659532,0.223143719,,,
1005,0.043055409,0.118761668,0.628237607,0.209945316,,,
1006,0.200352453,0.103134586,0.449004807,0.247508154,,,
1007,0.085258589,0.676420042,0.066005511,0.172315858,,,
1008,0.15872424,0.448354089,0.210296304,0.182625367,,,
1009,0.431801853,0.180139972,0.275179759,0.112878416,,,
1010,0.348623269,0.332963148,0.126086615,0.192326968,,,
1011,0.066227078,0.051573262,0.632410276,0.249789384,,,
1012,0.450942366,0.049470183,0.295459665,0.204127786,,,
1013,0.441643089,0.037160095,0.283233787,0.237963029,,,
1014,0.101049299,0.672541784,0.083388279,0.143020639,,,
1015,0.111385123,0.321935355,0.234935919,0.331743603,,,
1016,0.240831071,0.09344819,0.391895933,0.273824806,,,
1017,0.216289607,0.095657585,0.558720553,0.129332256,,,
1018,0.315602661,0.214899228,0.281852945,0.187645166,,,
1019,0.16204059,0.299970345,0.082723253,0.455265812,,,
1020,0.050247918,0.20458774,0.61162766,0.133536682,,,
1021,0.582450452,0.196319311,0.069139859,0.152090378,,,
1022,0.459819271,0.291233463,0.078254046,0.17069322,,,
1023,0.277884435,0.129737976,0.191260518,0.401117071,,,
1024,0.186822773,0.145081224,0.368038022,0.300057982,,,
1025,0.168447787,0.160377652,0.330789144,0.340385417,,,
1026,0.070438897,0.317205071,0.464339766,0.148016266,,,
1027,0.139312861,0.170931321,0.599135909,0.090619909,,,
1028,0.053726856,0.42700286,0.480771308,0.038498975,,,
1029,0.055392691,0.733770237,0.175206326,0.035630745,,,
1030,0.142567339,0.1119438,0.655629595,0.089859266,,,
1031,0.267188341,0.47496426,0.154044262,0.103803137,,,
1032,0.14290625,0.77931115,0.051140285,0.026642315,,,
1033,0.218720547,0.618773189,0.117778314,0.044727949,,,
1034,0.142083879,0.195156788,0.597350611,0.065408722,,,
1035,0.643254292,0.227839437,0.056418763,0.072487509,,,
1036,0.355335863,0.251398775,0.229522633,0.163742729,,,
1037,0.034626692,0.631490728,0.313173872,0.020708708,,,
1038,0.255062211,0.276699421,0.261615164,0.206623204,,,
1039,0.077790093,0.604278818,0.217609487,0.100321602,,,
1040,0.090134452,0.34557172,0.525569565,0.038724262,,,
1041,0.524777433,0.346490904,0.090872826,0.037858837,,,
1042,0.233535722,0.548711359,0.195272558,0.022480361,,,
1043,0.233769423,0.515701273,0.202858279,0.047671025,,,
1044,0.052881125,0.506099354,0.36639987,0.074619651,,,
1045,0.550847131,0.201956126,0.154429632,0.092767111,,,
1046,0.119053438,0.120736325,0.609774045,0.150436192,,,
1047,0.174411803,0.556200284,0.159723599,0.109664314,,,
1048,0.052661292,0.634375492,0.168210811,0.144752405,,,
1049,0.195429165,0.27033387,0.366681746,0.16755522,,,
1050,0.217086195,0.226594368,0.330308574,0.226010863,,,
1051,0.686202559,0.048313077,0.139092999,0.126391365,,,
1052,0.452095393,0.065205656,0.334338735,0.148360217,,,
1053,0.146574737,0.22256673,0.328962345,0.301896188,,,
1054,0.127574916,0.501181649,0.161958273,0.209285162,,,
1055,0.160053046,0.113907983,0.50127502,0.224763951,,,
1056,0.654061133,0.134481039,0.066480955,0.144976873,,,
1057,0.057110994,0.383995507,0.415434254,0.143459245,,,
1058,0.52164502,0.055652332,0.221935482,0.200767166,,,
1059,0.383141464,0.414147722,0.086851855,0.115858959,,,
1060,0.052535249,0.425037517,0.439011801,0.083415434,,,
1061,0.14552812,0.111998759,0.641459928,0.101013193,,,
1062,0.19365914,0.267931964,0.312175434,0.226233463,,,
1063,0.787894861,0.03060582,0.03342999,0.148069329,,,
1064,0.660753565,0.115843516,0.090217285,0.133185635,,,
1065,0.215420075,0.186508946,0.280941311,0.317129669,,,
1066,0.079278209,0.637348958,0.073201177,0.210171655,,,
1067,0.152620143,0.129808728,0.19230526,0.52526587,,,
1068,0.11146491,0.309074236,0.337976042,0.241484812,,,
1069,0.077002303,0.132139,0.153859728,0.636998969,,,
1070,0.165127565,0.497327942,0.046829159,0.290715334,,,
1071,0.057970346,0.290890403,0.210857693,0.440281558,,,
1072,0.182960973,0.272833499,0.287592897,0.256612631,,,
1073,0.211128887,0.057008435,0.427364892,0.304497786,,,
1074,0.150116366,0.045709243,0.532485,0.271689391,,,
1075,0.086927649,0.144030045,0.336942353,0.432099953,,,
1076,0.227556303,0.071210109,0.236886746,0.464346841,,,
1077,0.327226772,0.154196855,0.181899457,0.336676916,,,
1078,0.111434527,0.425492612,0.167897957,0.295174904,,,
1079,0.121952323,0.498481849,0.08150815,0.298057678,,,
1080,0.066402851,0.225802712,0.268292116,0.439502321,,,
1081,0.201371491,0.302168381,0.074504583,0.421955544,,,
1082,0.04497867,0.549648209,0.064359744,0.341013378,,,
1083,0.162835426,0.253850612,0.301781448,0.281532513,,,
1084,0.682401646,0.073995452,0.078064877,0.165538025,,,
1085,0.47481631,0.137423891,0.15601023,0.23174957,,,
1086,0.332201757,0.154728062,0.141068719,0.372001462,,,
1087,0.119632987,0.189854739,0.325685391,0.364826883,,,
1088,0.117302436,0.365383561,0.164343286,0.352970717,,,
1089,0.257523352,0.27639186,0.350524901,0.115559887,,,
1090,0.461739885,0.362362823,0.076995325,0.098901966,,,
1091,0.023674044,0.345194786,0.505275366,0.125855803,,,
1092,0.07408977,0.544484752,0.195371146,0.186054333,,,
1093,0.217033813,0.217312542,0.342907904,0.222745741,,,
1094,0.059305153,0.580022253,0.231247986,0.129424608,,,
1095,0.153046022,0.486614969,0.20453239,0.155806619,,,
1096,0.088438427,0.356904961,0.218518456,0.336138156,,,
1097,0.057186305,0.052791455,0.740981215,0.149041025,,,
1098,0.265493903,0.194685901,0.430081313,0.109738883,,,
1099,0.155319071,0.272942194,0.194609946,0.377128789,,,
1100,0.127351082,0.099621865,0.416454104,0.356572949,,,
1101,0.233585831,0.06698092,0.603798326,0.095634923,,,
1102,0.484238877,0.299336753,0.116718075,0.099706295,,,
1103,0.327093387,0.577006793,0.025680046,0.070219774,,,
1104,0.083930689,0.367972532,0.478580687,0.069516092,,,
1105,0.038226782,0.210182079,0.623929515,0.127661624,,,
1106,0.460106417,0.24444551,0.175517651,0.119930421,,,
1107,0.290555212,0.219108037,0.244349857,0.245986894,,,
1108,0.213484212,0.313508326,0.360566136,0.112441327,,,
1109,0.088548447,0.565695672,0.21915879,0.126597091,,,
1110,0.21149087,0.238148317,0.483489785,0.066871028,,,
1111,0.45197365,0.231290069,0.228076692,0.088659589,,,
1112,0.188974838,0.650721407,0.091276721,0.069027034,,,
1113,0.444189841,0.38956107,0.052899344,0.113349746,,,
1114,0.106933286,0.234945549,0.587088657,0.071032508,,,
1115,0.088525344,0.394486086,0.465452168,0.051536402,,,
1116,0.091773902,0.756286422,0.077192586,0.07474709,,,
1117,0.155082569,0.434333444,0.292787004,0.117796983,,,
1118,0.116784144,0.227339024,0.498152887,0.157723945,,,
1119,0.178334061,0.549478885,0.222321529,0.049865525,,,
1120,0.174330672,0.073841447,0.704850989,0.046976891,,,
1121,0.04752517,0.660708718,0.177218678,0.114547435,,,
1122,0.160892182,0.177319895,0.126498346,0.535289577,,,
1123,0.230715928,0.056591386,0.220446638,0.492246048,,,
1124,0.382345288,0.040800769,0.346914388,0.229939555,,,
1125,0.107032107,0.224698362,0.156990434,0.511279097,,,
1126,0.266496104,0.215521732,0.242890125,0.275092039,,,
1127,0.032596649,0.152079199,0.20933699,0.605987162,,,
1128,0.078159169,0.041243357,0.591096338,0.289501137,,,
1129,0.168541871,0.395383484,0.084908138,0.351166507,,,
1130,0.190507281,0.245379411,0.179388664,0.384724644,,,
1131,0.072631342,0.323577597,0.391043516,0.212747544,,,
1132,0.170602765,0.134693123,0.372877404,0.321826709,,,
1133,0.471455711,0.083590697,0.040868938,0.404084653,,,
1134,0.073919573,0.21578167,0.080873547,0.629425211,,,
1135,0.229362518,0.173485719,0.28862895,0.308522814,,,
1136,0.078891331,0.221979735,0.106236598,0.592892336,,,
1137,0.165591424,0.075911833,0.299940189,0.458556553,,,
1138,0.267164923,0.192197672,0.357326258,0.183311147,,,
1139,0.08478156,0.035848916,0.563801817,0.315567707,,,
1140,0.03431241,0.363344001,0.220661792,0.381681797,,,
1141,0.254409345,0.034068642,0.114539609,0.596982404,,,
1142,0.038992067,0.088266068,0.126561077,0.746180787,,,
1143,0.064668425,0.095038312,0.108749179,0.731544084,,,
1144,0.270738605,0.200944775,0.115546184,0.412770436,,,
1145,0.091075044,0.198117836,0.159875805,0.550931314,,,
1146,0.020931106,0.415712264,0.121967711,0.44138892,,,
1147,0.500673989,0.032417864,0.069119457,0.39778869,,,
1148,0.156156452,0.171420147,0.202113231,0.47031017,,,
1149,0.066655704,0.096797377,0.552552924,0.283993995,,,
1150,0.142440541,0.456985752,0.024493527,0.37608018,,,
1151,0.129908661,0.166693518,0.141587128,0.561810693,,,
1152,0.169238512,0.083026277,0.211986178,0.535749033,,,
1153,0.417224095,0.026909916,0.086515965,0.469350024,,,
1154,0.111993066,0.246857431,0.256916961,0.384232542,,,
1155,0.355621683,0.055077289,0.347799866,0.241501161,,,
1156,0.079487621,0.260492143,0.385881371,0.274138865,,,
1157,0.355832479,0.05681109,0.165916896,0.421439535,,,
1158,0.133917959,0.381824185,0.075728543,0.408529313,,,
1159,0.056689216,0.240175589,0.060050511,0.643084683,,,
1160,0.374475209,0.235766754,0.28488715,0.104870888,,,
1161,0.49658089,0.266446248,0.110009304,0.126963558,,,
1162,0.118758386,0.422068873,0.211849344,0.247323397,,,
1163,0.542409905,0.081260351,0.255354703,0.120975041,,,
1164,0.1004046,0.117270077,0.67884094,0.103484382,,,
1165,0.668476562,0.069286543,0.06802137,0.194215524,,,
1166,0.066631041,0.148265265,0.573632169,0.211471525,,,
1167,0.583777173,0.072378476,0.125603901,0.21824045,,,
1168,0.121664311,0.279026202,0.297550131,0.301759357,,,
1169,0.195353099,0.212868019,0.457721794,0.134057087,,,
1170,0.442643898,0.251501327,0.173249577,0.132605198,,,
1171,0.110185348,0.130116041,0.578243778,0.181454834,,,
1172,0.444126717,0.313648471,0.089509542,0.152715269,,,
1173,0.110437184,0.193478698,0.45107734,0.245006778,,,
1174,0.225527394,0.101282098,0.512915572,0.160274936,,,
1175,0.337300495,0.058042965,0.407491055,0.197165485,,,
1176,0.306834067,0.043563789,0.477298685,0.172303459,,,
1177,0.113280856,0.598425877,0.103789186,0.184504081,,,
1178,0.364180098,0.168565791,0.114292741,0.35296137,,,
1179,0.294354766,0.293305263,0.169575846,0.242764125,,,
1180,0.076878565,0.450277979,0.084998791,0.387844664,,,
1181,0.034531134,0.056069668,0.291474626,0.617924572,,,
1182,0.245874496,0.093670948,0.183270373,0.477184183,,,
1183,0.042356484,0.217775693,0.271236786,0.468631038,,,
1184,0.393408568,0.264639079,0.093041102,0.24891125,,,
1185,0.138220689,0.186575724,0.111664213,0.563539374,,,
1186,0.044911966,0.070276387,0.40797984,0.476831807,,,
1187,0.319163375,0.080584237,0.061306301,0.538946087,,,
1188,0.071309528,0.256299902,0.041760757,0.630629812,,,
1189,0.20470213,0.299985266,0.036327749,0.458984855,,,
1190,0.261291988,0.440959951,0.026956584,0.270791477,,,
1191,0.289731281,0.207457218,0.182764502,0.320047,,,
1192,0.338700897,0.065044657,0.055905949,0.540348497,,,
1193,0.052741278,0.232264909,0.109791072,0.605202741,,,
1194,0.170141763,0.038736954,0.461123503,0.32999778,,,
1195,0.039951667,0.072054515,0.464501082,0.423492737,,,
1196,0.11915211,0.082860739,0.300559596,0.497427555,,,
1197,0.100688179,0.256835683,0.025568101,0.616908037,,,
1198,0.034437877,0.192717271,0.024422896,0.748421955,,,
1199,0.123751439,0.391075821,0.028732483,0.456440257,,,
1200,0.323764911,0.211091111,0.109205268,0.35593871,,,
1201,0.255252195,0.165120646,0.08863379,0.490993368,,,
1202,0.290679208,0.041192063,0.02811972,0.640009008,,,
1203,0.271799578,0.063991598,0.144359832,0.519848992,,,
1204,0.103042735,0.043887655,0.041088269,0.811981341,,,
1205,0.066088645,0.490806466,0.097757979,0.34534691,,,
1206,0.206105789,0.095159449,0.1027857,0.595949062,,,
1207,0.32573261,0.053502123,0.037492906,0.583272361,,,
1208,0.18245947,0.032685982,0.215460542,0.569394005,,,
1209,0.322238462,0.06174041,0.036420922,0.579600206,,,
1210,0.080321495,0.105707128,0.319457872,0.494513505,,,
1211,0.161369402,0.064740114,0.084225119,0.689665365,,,
1212,0.296294788,0.196994604,0.026909864,0.479800745,,,
1213,0.342201796,0.106102168,0.014037277,0.537658759,,,
1214,0.250667593,0.032827078,0.096495494,0.620009836,,,
1215,0.092518452,0.203187785,0.212202966,0.492090796,,,
1216,0.062095938,0.315713897,0.158841446,0.463348718,,,
1217,0.599160325,0.102294747,0.094567164,0.203977763,,,
1218,0.487545665,0.124247267,0.192145792,0.196061277,,,
1219,0.309371147,0.121381506,0.216859685,0.352387662,,,
1220,0.134407347,0.274418924,0.150578679,0.440595049,,,
1221,0.142687483,0.161419168,0.060968943,0.634924406,,,
1222,0.22663168,0.249102403,0.185369484,0.338896433,,,
1223,0.634289452,0.044973258,0.1267711,0.19396619,,,
1224,0.362409048,0.365569847,0.014806702,0.257214404,,,
1225,0.688029461,0.056669521,0.024814511,0.230486507,,,
1226,0.300526764,0.371938234,0.05808099,0.269454012,,,
1227,0.185365084,0.411246953,0.109166526,0.294221437,,,
1228,0.304225886,0.364056793,0.141778192,0.189939128,,,
1229,0.047384607,0.145237799,0.530216896,0.277160698,,,
1230,0.120583054,0.53557164,0.064071756,0.27977355,,,
1231,0.141530908,0.241903992,0.255406933,0.361158167,,,
1232,0.169425044,0.081382289,0.189905687,0.55928698,,,
1233,0.047787337,0.599476513,0.2017283,0.15100785,,,
1234,0.570153978,0.082010491,0.082177328,0.265658203,,,
1235,0.134063435,0.143337634,0.426740026,0.295858905,,,
1236,0.031662036,0.553453267,0.317943586,0.096941111,,,
1237,0.205095826,0.038156125,0.627215485,0.129532564,,,
1238,0.319385968,0.351095667,0.158013473,0.171504891,,,
1239,0.308521457,0.412770797,0.17004088,0.108666865,,,
1240,0.372061445,0.070079611,0.46587704,0.091981904,,,
1241,0.109723863,0.132445349,0.245061337,0.512769451,,,
1242,0.103828145,0.125343276,0.394356395,0.376472183,,,
1243,0.216113401,0.142932251,0.422235968,0.21871838,,,
1244,0.050094488,0.275743923,0.447042634,0.227118956,,,
1245,0.132426279,0.155403609,0.574355186,0.137814926,,,
1246,0.211474359,0.447686952,0.228578025,0.112260665,,,
1247,0.659568629,0.070034199,0.132206007,0.138191165,,,
1248,0.086191982,0.433526039,0.273308453,0.206973527,,,
1249,0.158596056,0.527086648,0.166588547,0.147728749,,,
1250,0.39901979,0.109694594,0.250379244,0.240906372,,,
1251,0.607921614,0.084825486,0.093462846,0.213790054,,,
1252,0.547862106,0.07910873,0.297312099,0.075717065,,,
1253,0.262175491,0.401201727,0.28208648,0.054536303,,,
1254,0.235740317,0.083759393,0.524309631,0.156190659,,,
1255,0.293125734,0.414419205,0.143640871,0.148814189,,,
1256,0.613546811,0.185342133,0.129057772,0.072053283,,,
1257,0.432188389,0.232357957,0.279647465,0.055806188,,,
1258,0.353528258,0.195143806,0.336775092,0.114552845,,,
1259,0.375028871,0.450998771,0.104199687,0.06977267,,,
1260,0.277670993,0.391042623,0.282737277,0.048549106,,,
1261,0.484108304,0.136538638,0.093043318,0.28630974,,,
1262,0.581172367,0.16526652,0.161519907,0.092041206,,,
1263,0.159809418,0.606642309,0.133358003,0.100190269,,,
1264,0.114875714,0.659803836,0.154227391,0.071093059,,,
1265,0.274841819,0.261243087,0.383181196,0.080733897,,,
1266,0.063988651,0.228353693,0.622804942,0.084852714,,,
1267,0.171769186,0.317086006,0.3980466,0.113098209,,,
1268,0.144304506,0.198395853,0.540384798,0.116914843,,,
1269,0.339508682,0.166451084,0.122632048,0.371408186,,,
1270,0.490073877,0.114580997,0.133960533,0.261384593,,,
1271,0.062188741,0.248495789,0.603302353,0.086013117,,,
1272,0.162263396,0.207591032,0.574780773,0.0553648,,,
1273,0.390136571,0.448336355,0.09234098,0.069186093,,,
1274,0.443224212,0.068188749,0.051054973,0.437532066,,,
1275,0.250062759,0.352899546,0.042977788,0.354059906,,,
1276,0.115725968,0.044668405,0.576952325,0.262653302,,,
1277,0.60406858,0.172046888,0.023905662,0.199978869,,,
1278,0.08280414,0.288650498,0.248398356,0.380147005,,,
1279,0.611097428,0.043887558,0.042568143,0.302446871,,,
1280,0.276530976,0.289806616,0.130838012,0.302824397,,,
1281,0.220618529,0.09509139,0.106620725,0.577669355,,,
1282,0.551825917,0.058103471,0.074269498,0.315801114,,,
1283,0.157169812,0.109472597,0.518942071,0.21441552,,,
1284,0.242950155,0.350094181,0.135866943,0.271088721,,,
1285,0.110055293,0.26289115,0.310306834,0.316746723,,,
1286,0.502001014,0.022307753,0.230745229,0.244946004,,,
1287,0.100912624,0.250629872,0.354996568,0.293460936,,,
1288,0.381670634,0.369086973,0.022446052,0.22679634,,,
1289,0.056950491,0.072291975,0.651023304,0.21973423,,,
1290,0.028276392,0.412059334,0.372250404,0.187413871,,,
1291,0.075528441,0.474223032,0.171589931,0.278658596,,,
1292,0.327232304,0.028784136,0.309574001,0.334409559,,,
1293,0.556614846,0.100385348,0.060656953,0.282342853,,,
1294,0.351386271,0.232613495,0.16253162,0.253468615,,,
1295,0.108950367,0.047786877,0.635460481,0.207802275,,,
1296,0.237508521,0.11552689,0.273636086,0.373328503,,,
1297,0.336555188,0.188242416,0.056762587,0.418439809,,,
1298,0.132912449,0.172131338,0.374783294,0.320172919,,,
1299,0.166758504,0.333186728,0.235833982,0.264220787,,,
1300,0.093394141,0.093575,0.414399124,0.398631736,,,
1301,0.170083576,0.494508866,0.056538935,0.278868623,,,
1302,0.495397196,0.035422063,0.272665605,0.196515137,,,
1303,0.055760838,0.161444078,0.433266404,0.349528679,,,
1304,0.409835448,0.21304884,0.21492816,0.162187552,,,
1305,0.436955887,0.242921796,0.063811574,0.256310743,,,
1306,0.408762078,0.211390571,0.170709162,0.209138189,,,
1307,0.082452174,0.4919517,0.069217469,0.356378657,,,
1308,0.096988445,0.319812559,0.195535253,0.387663743,,,
1309,0.395724164,0.066913058,0.350365691,0.186997087,,,
1310,0.501809705,0.039169553,0.212938993,0.246081749,,,
1311,0.36704374,0.400129033,0.03180151,0.201025717,,,
1312,0.398002543,0.246672891,0.256823194,0.098501372,,,
1313,0.546801758,0.255439479,0.062497739,0.135261023,,,
1314,0.058734301,0.217756798,0.512515184,0.210993717,,,
1315,0.168613025,0.111193058,0.486707952,0.233485965,,,
1316,0.306341576,0.068051383,0.409333175,0.216273867,,,
1317,0.200930313,0.563332873,0.053491623,0.182245191,,,
1318,0.222540189,0.547140677,0.123667343,0.106651791,,,
1319,0.454542681,0.155135289,0.11145217,0.278869861,,,
1320,0.091732643,0.309215274,0.323838489,0.275213593,,,
1321,0.155533286,0.361747667,0.06862822,0.414090828,,,
1322,0.03343378,0.786573957,0.02894847,0.151043792,,,
1323,0.32657301,0.386728384,0.202692194,0.084006412,,,
1324,0.046676077,0.696990395,0.08035475,0.175978779,,,
1325,0.326045147,0.212969341,0.318873442,0.14211207,,,
1326,0.38275022,0.217241435,0.174591415,0.225416929,,,
1327,0.588026542,0.164702154,0.051214982,0.196056323,,,
1328,0.291418053,0.115087695,0.374189217,0.219305035,,,
1329,0.289869861,0.071008181,0.383585275,0.255536684,,,
1330,0.372962567,0.09830233,0.101546016,0.427189087,,,
1331,0.439138758,0.118653891,0.049092538,0.393114813,,,
1332,0.129884125,0.244133792,0.057669138,0.568312945,,,
1333,0.166453022,0.382484558,0.075588755,0.375473665,,,
1334,0.104099442,0.040667137,0.261752025,0.593481397,,,
1335,0.031822516,0.31307968,0.345634252,0.309463552,,,
1336,0.210288529,0.096390095,0.176293939,0.517027437,,,
1337,0.578414748,0.037078377,0.062877116,0.32162976,,,
1338,0.191947653,0.444489404,0.078186986,0.285375957,,,
1339,0.147756784,0.422850413,0.083657268,0.345735535,,,
1340,0.089733241,0.294127174,0.071982686,0.5441569,,,
1341,0.120863383,0.233304133,0.168807761,0.477024723,,,
1342,0.159153115,0.40083276,0.184526866,0.255487259,,,
1343,0.171101532,0.208271281,0.340463433,0.280163754,,,
1344,0.19347662,0.336765754,0.063431023,0.406326603,,,
1345,0.374913518,0.042690138,0.182369885,0.400026459,,,
1346,0.198987517,0.059096507,0.084928155,0.656987822,,,
1347,0.0899071,0.150020372,0.22646482,0.533607708,,,
1348,0.078350927,0.026638264,0.609790907,0.285219902,,,
1349,0.262765097,0.376356858,0.08483724,0.276040805,,,
1350,0.153600468,0.75318266,0.057676811,0.03554006,,,
1351,0.455881133,0.195540161,0.320891586,0.02768712,,,
1352,0.114615864,0.189485214,0.648221558,0.047677363,,,
1353,0.531877003,0.207723236,0.185990381,0.07440938,,,
1354,0.155077353,0.703291459,0.089548619,0.052082569,,,
1355,0.414418764,0.305876585,0.261299644,0.018405007,,,
1356,0.103264706,0.752837521,0.108269616,0.035628157,,,
1357,0.710646286,0.138799017,0.0675238,0.083030897,,,
1358,0.563875786,0.197833068,0.141073133,0.097218013,,,
1359,0.396365447,0.509650825,0.077181612,0.016802116,,,
1360,0.172059101,0.158024638,0.639735978,0.030180283,,,
1361,0.034224448,0.437560748,0.493400998,0.034813807,,,
