,Ch1,Ch2,Ch3,Ch4,,,,
1591,0.264711449,0.118071375,0.064600519,0.552616657,,,,
1592,0.137353768,0.223366404,0.382623866,0.256655963,,,,
1593,0.074033249,0.429239601,0.115127661,0.381599489,,,,
1594,0.543373213,0.117463402,0.054151605,0.28501178,,,,
1595,0.082799757,0.105330537,0.097397729,0.714471977,,,,
1596,0.340424945,0.397465743,0.054447018,0.207662293,,,,
1597,0.44001941,0.165174142,0.098515833,0.296290615,,,,
1598,0.152038957,0.190044267,0.23248215,0.425434626,,,,
1599,0.282931769,0.08789182,0.175601377,0.453575033,,,,
1600,0.154535729,0.049579481,0.605459357,0.190425433,,,,
1601,0.291385622,0.242751669,0.151619444,0.314243266,,,,
1602,0.284817687,0.296303828,0.187239729,0.231638757,,,,
1603,0.606791341,0.117753381,0.072460196,0.202995083,,,,
1604,0.368594155,0.313287497,0.132650067,0.185468281,,,,
1605,0.280286872,0.210860657,0.142025478,0.366826992,,,,
1606,0.205127148,0.514218564,0.080015829,0.200638458,,,,
1607,0.190622292,0.133082273,0.069910776,0.606384659,,,,
1608,0.1316773,0.094861579,0.596012808,0.177448313,,,,
1609,0.129448953,0.482175065,0.084414241,0.303961741,,,,
1610,0.36504926,0.076896058,0.082352698,0.475701984,,,,
1611,0.168018621,0.328338298,0.090878787,0.412764293,,,,
1612,0.196747396,0.286604395,0.068363692,0.448284516,,,,
1613,0.284863794,0.39011105,0.123728036,0.20129712,,,,
1614,0.049853241,0.188256154,0.482555952,0.279334652,,,,
1615,0.328793184,0.309852172,0.127764474,0.23359017,,,,
1616,0.112087298,0.560688087,0.327224605,9.76E-09,,,,
1617,0.320096556,0.096351455,0.583551984,4.72E-09,,,,
1618,0.075812026,0.297393672,0.626794298,3.99E-09,,,,
1619,0.044411974,0.914373602,0.041214421,2.88E-09,,,,
1620,0.289834627,0.12584414,0.584321229,3.77E-09,,,,
1621,0.047022459,0.638587981,0.314389554,5.87E-09,,,,
1622,0.04809995,0.470890244,0.481009804,1.65E-09,,,,
1623,0.297638821,0.595815424,0.106545749,6.19E-09,,,,
1624,0.050057317,0.520802669,0.429140011,3.68E-09,,,,
1625,0.087364189,0.79157041,0.121065395,5.33E-09,,,,
1626,0.208366235,0.401139433,0.390494318,1.43E-08,,,,
1627,0.028764429,0.612791455,0.358444113,3.68E-09,,,,
1628,0.135368232,0.779698827,0.084932937,4.11E-09,,,,
1629,0.188574401,0.357481668,0.453943915,1.63E-08,,,,
1630,0.199942317,0.702953831,0.097103848,3.95E-09,,,,
1631,0.384179153,0.420214815,0.195606029,2.87E-09,,,,
1632,0.436461503,0.163520935,0.400017553,1.04E-08,,,,
1633,0.076065239,0.560019286,0.363915468,7.13E-09,,,,
1634,0.085256533,0.567715163,0.347028298,5.94E-09,,,,
1635,0.175750143,0.216557902,0.123277615,0.48441434,,,,
1636,0.451052574,0.261986809,0.053539955,0.233420662,,,,
1637,0.519757776,0.084655934,0.213176845,0.182409445,,,,
1638,0.460581591,0.296031944,0.103000091,0.140386374,,,,
1639,0.100007365,0.536849484,0.059714604,0.303428547,,,,
1640,0.293809969,0.057363078,0.361055431,0.287771522,,,,
1641,0.099439123,0.59496081,0.071474946,0.234125121,,,,
1642,0.370284981,0.196887083,0.063157922,0.369670014,,,,
1643,0.518284922,0.053942571,0.188585505,0.239187002,,,,
1644,0.156607016,0.252231661,0.145176148,0.445985175,,,,
1645,0.093722576,0.465461142,0.244150473,0.196665809,,,,
1646,0.344932202,0.308697114,0.076807594,0.269563091,,,,
1647,0.231020769,0.131880904,0.133521986,0.503576341,,,,
1648,0.23132115,0.140893183,0.068901022,0.558884646,,,,
1649,0.249810277,0.044733957,0.551610117,0.153845649,,,,
1650,0.291550409,0.20560519,0.373308078,0.129536323,,,,
1651,0.135669691,0.230060574,0.173776045,0.46049369,,,,
1652,0.205945744,0.19276471,0.2665683,0.334721246,,,,
1653,0.189785913,0.241271815,0.384318939,0.184623333,,,,
1654,0.112628363,0.071921722,0.630942043,0.184507873,,,,
1655,0.266581667,0.126558441,0.185396245,0.421463647,,,,
1656,0.054929553,0.211316356,0.546733302,0.187020789,,,,
1657,0.20470025,0.345483187,0.117471773,0.33234479,,,,
1658,0.289693351,0.259375604,0.106481872,0.344449173,,,,
1659,0.23631973,0.192555983,0.190901735,0.380222552,,,,
1660,0.406812465,0.351605433,0.050469156,0.191112946,,,,
1661,0.077791841,0.397383007,0.238937371,0.285887782,,,,
1662,0.079496437,0.201324487,0.490929474,0.228249603,,,,
1663,0.134115051,0.080435195,0.507958821,0.277490933,,,,
1664,0.1093906,0.124853203,0.511806,0.253950197,,,,
1665,0.341057098,0.053632673,0.447126343,0.158183886,,,,
1666,0.156910338,0.515727925,0.10170666,0.225655077,,,,
1667,0.062016419,0.577830086,0.127012993,0.233140502,,,,
1668,0.044407,0.331236489,0.517371287,0.106985223,,,,
1669,0.258917477,0.410343477,0.235379798,0.095359248,,,,
1670,0.289337071,0.143064966,0.438842961,0.128755002,,,,
1671,0.11463146,0.237861105,0.442934421,0.204573013,,,,
1672,0.419729615,0.099513565,0.209305483,0.271451337,,,,
1673,0.092261308,0.362128974,0.353040345,0.192569372,,,,
1674,0.133189804,0.623908587,0.05881555,0.184086059,,,,
1675,0.077695844,0.217961154,0.215812427,0.488530575,,,,
1676,0.08145711,0.555058293,0.069637315,0.293847282,,,,
1677,0.331559573,0.054744591,0.338525122,0.275170714,,,,
1678,0.051334502,0.321605279,0.366539824,0.260520395,,,,
1679,0.577048839,0.114333992,0.076263931,0.232353238,,,,
1680,0.181322966,0.134506773,0.264969673,0.419200589,,,,
1681,0.165272937,0.079662456,0.146635922,0.608428685,,,,
1682,0.07590485,0.235306997,0.391435806,0.297352346,,,,
1683,0.014389616,0.509482122,0.388036123,0.088092139,,,,
1684,0.534565432,0.214058142,0.054783707,0.196592718,,,,
1685,0.593954433,0.093442601,0.095367915,0.217235051,,,,
1686,0.157532293,0.208492282,0.478016158,0.155959266,,,,
1687,0.13554702,0.164808125,0.474088854,0.225556001,,,,
1688,0.334530896,0.486329401,0.038799595,0.140340108,,,,
1689,0.29552317,0.048027002,0.485201413,0.171248415,,,,
1690,0.18171206,0.354140703,0.134044062,0.330103175,,,,
1691,0.093104329,0.240395888,0.429477425,0.237022357,,,,
1692,0.123338198,0.548835026,0.202601027,0.125225748,,,,
1693,0.024135992,0.661936616,0.054384777,0.259542615,,,,
1694,0.177221551,0.255767985,0.127141977,0.439868488,,,,
1695,0.074534925,0.333243517,0.39790494,0.194316619,,,,
1696,0.104731235,0.315192427,0.342222535,0.237853803,,,,
1697,0.043869658,0.65436348,0.116479193,0.18528767,,,,
1698,0.072065991,0.67701686,0.039086515,0.211830634,,,,
1699,0.114833092,0.104379763,0.525632433,0.255154712,,,,
1700,0.396873183,0.080994412,0.059114652,0.463017753,,,,
1701,0.176596385,0.268752132,0.121536358,0.433115125,,,,
1702,0.283364078,0.183395286,0.156704355,0.376536282,,,,
1703,0.162493829,0.156015032,0.23893632,0.442554819,,,,
1704,0.124931918,0.168711511,0.166834068,0.539522502,,,,
1705,0.13904902,0.128169565,0.363935346,0.36884607,,,,
1706,0.139500049,0.331417735,0.054031576,0.475050641,,,,
1707,0.327412336,0.21798809,0.032086217,0.422513358,,,,
1708,0.071979182,0.190962851,0.186749276,0.55030869,,,,
1709,0.06865879,0.077324236,0.370762634,0.483254339,,,,
1710,0.044420591,0.281328895,0.08004071,0.594209804,,,,
1711,0.124987039,0.222383654,0.218421914,0.434207393,,,,
1712,0.455992647,0.091915,0.043887043,0.40820531,,,,
1713,0.306302983,0.347811662,0.056270969,0.289614386,,,,
1714,0.37751826,0.361518348,0.029054128,0.231909265,,,,
1715,0.269003056,0.399405268,0.025633839,0.305957837,,,,
1716,0.097564824,0.516398966,0.025704225,0.360331985,,,,
1717,0.076906421,0.050139349,0.428027986,0.444926244,,,,
1718,0.222911868,0.501440427,0.045320075,0.23032763,,,,
1719,0.224322232,0.23362261,0.327494938,0.21456022,,,,
1720,0.094753742,0.350131094,0.107908127,0.447207038,,,,
1721,0.116261207,0.49683417,0.108586539,0.278318084,,,,
1722,0.36731416,0.07467758,0.119828862,0.438179398,,,,
1723,0.468285726,0.175972179,0.081510466,0.27423163,,,,
1724,0.050753646,0.637876764,0.034582057,0.276787533,,,,
1725,0.090781598,0.088705611,0.406101388,0.414411404,,,,
1726,0.081063172,0.05293849,0.531253102,0.334745235,,,,
1727,0.195513836,0.081035638,0.432317505,0.29113302,,,,
1728,0.034501861,0.42808683,0.191653702,0.345757606,,,,
1729,0.173084857,0.428619947,0.04484891,0.353446287,,,,
1730,0.55343028,0.0938821,0.343595031,0.009092589,,,,
1731,0.088632752,0.534351913,0.36448237,0.012532966,,,,
1732,0.60744707,0.264660173,0.116530761,0.011361996,,,,
1733,0.091225149,0.526704871,0.360239336,0.021830644,,,,
1734,0.305379213,0.343864963,0.308631687,0.042124137,,,,
1735,0.039960564,0.034823559,0.918959086,0.006256791,,,,
1736,0.343031343,0.05792639,0.577831349,0.021210917,,,,
1737,0.054661605,0.404994811,0.522764293,0.017579291,,,,
1738,0.085423113,0.186022034,0.719154152,0.009400701,,,,
1739,0.045285992,0.120011932,0.823988991,0.010713085,,,,
1740,0.398924585,0.165446719,0.406844714,0.028783982,,,,
1741,0.284348464,0.427898014,0.274418416,0.013335106,,,,
1742,0.289937674,0.449026421,0.236857165,0.02417874,,,,
1743,0.095852142,0.36435266,0.524261015,0.015534183,,,,
1744,0.157355831,0.585499646,0.233959973,0.02318455,,,,
1745,0.193524712,0.228104277,0.528263458,0.050107553,,,,
1746,0.633705927,0.16825782,0.188960965,0.009075288,,,,
1747,0.624362163,0.19719882,0.163537962,0.014901056,,,,
1748,0.076047101,0.474042065,0.435155311,0.014755523,,,,
1749,0.440274411,0.203696626,0.158899502,0.197129461,,,,
1750,0.387752147,0.045469492,0.055780326,0.510998036,,,,
1751,0.163681493,0.247289123,0.208719158,0.380310226,,,,
1752,0.150793994,0.290840576,0.213178349,0.345187082,,,,
1753,0.157826413,0.056111594,0.470554756,0.315507237,,,,
1754,0.395768563,0.145916015,0.082463207,0.375852216,,,,
1755,0.268112847,0.28260476,0.056537573,0.392744819,,,,
1756,0.332956588,0.2332203,0.047432226,0.386390885,,,,
1757,0.516217341,0.070998005,0.171159905,0.241624749,,,,
1758,0.305112329,0.399607192,0.033900166,0.261380313,,,,
1759,0.215951329,0.050356393,0.203552576,0.530139703,,,,
1760,0.327659876,0.26325975,0.02410198,0.384978393,,,,
1761,0.109495758,0.07618255,0.134532564,0.679789128,,,,
1762,0.044230036,0.260802602,0.320208319,0.374759042,,,,
1763,0.061310924,0.25794768,0.213662492,0.467078905,,,,
1764,0.18458606,0.051484744,0.181117539,0.582811658,,,,
1765,0.619810075,0.028292114,0.080317992,0.27157982,,,,
1766,0.218291297,0.090978265,0.045235808,0.64549463,,,,
1767,0.064356374,0.287523741,0.145572818,0.502547068,,,,
1768,0.134302906,0.421326441,0.209062064,0.235308589,,,,
1769,0.194993954,0.423515533,0.197778067,0.183712446,,,,
1770,0.09346061,0.077666241,0.688207798,0.140665351,,,,
1771,0.162234226,0.178150416,0.241454375,0.418160984,,,,
1772,0.064904966,0.189468756,0.664782254,0.080844024,,,,
1773,0.120652584,0.124868824,0.350143036,0.404335556,,,,
1774,0.139631976,0.601539569,0.127441446,0.13138701,,,,
1775,0.194806199,0.21446002,0.522379584,0.068354197,,,,
1776,0.361778748,0.289438906,0.188727411,0.160054935,,,,
1777,0.18739944,0.093125317,0.318252481,0.401222762,,,,
1778,0.220585215,0.067421084,0.615645615,0.096348086,,,,
1779,0.556326078,0.202499122,0.056181662,0.184993138,,,,
1780,0.405155555,0.122169525,0.398423001,0.074251919,,,,
1781,0.066413468,0.213889669,0.611268464,0.108428399,,,,
1782,0.324073158,0.461376166,0.133938157,0.080612519,,,,
1783,0.125059453,0.622202497,0.097529639,0.155208411,,,,
1784,0.256110838,0.164844082,0.509480965,0.069564115,,,,
1785,0.375409959,0.351210817,0.109019691,0.164359532,,,,
1786,0.118431168,0.196970399,0.606205112,0.07839332,,,,
1787,0.074147536,0.046384976,0.394063657,0.485403831,,,,
1788,0.018505061,0.154034746,0.468131167,0.359329026,,,,
1789,0.014772695,0.415515433,0.244481352,0.325230519,,,,
1790,0.048830388,0.390821324,0.060566217,0.49978207,,,,
1791,0.08292031,0.118654527,0.212527339,0.585897825,,,,
1792,0.090457336,0.037227738,0.48180491,0.390510016,,,,
1793,0.18074101,0.3227717,0.222416397,0.274070894,,,,
1794,0.238511576,0.08868665,0.315125124,0.35767665,,,,
1795,0.036772648,0.583967896,0.037302136,0.341957321,,,,
1796,0.172093216,0.302054189,0.058978064,0.466874531,,,,
1797,0.331461671,0.077811722,0.084658829,0.506067778,,,,
1798,0.03315513,0.034012584,0.120243176,0.81258911,,,,
1799,0.047633098,0.376147577,0.066335194,0.509884131,,,,
1800,0.071476657,0.281724665,0.100861711,0.545936967,,,,
1801,0.053324637,0.04960692,0.507466327,0.389602116,,,,
1802,0.078419801,0.116169494,0.13756842,0.667842285,,,,
1803,0.242434078,0.075416057,0.203719702,0.478430163,,,,
1804,0.141191638,0.069684574,0.265537889,0.523585899,,,,
1805,0.065128932,0.174153742,0.432368794,0.328348532,,,,
1806,0.257071426,0.080711247,0.059618135,0.602599192,,,,
1807,0.091925064,0.107928333,0.206093459,0.594053144,,,,
1808,0.077985012,0.097637921,0.07450043,0.749876638,,,,
1809,0.38740358,0.119786486,0.289379008,0.203430926,,,,
1810,0.184426558,0.325835802,0.034149884,0.455587756,,,,
1811,0.019382893,0.560679927,0.185882403,0.234054778,,,,
1812,0.192270381,0.402971498,0.055882278,0.348875843,,,,
1813,0.063083036,0.486904947,0.079319804,0.370692213,,,,
1814,0.352411692,0.150804229,0.078682499,0.418101579,,,,
1815,0.652053489,0.04418661,0.041865968,0.261893934,,,,
1816,0.493997401,0.051690749,0.168415534,0.285896316,,,,
1817,0.041943265,0.4816475,0.033638726,0.442770509,,,,
1818,0.095758875,0.310756308,0.054073731,0.539411085,,,,
1819,0.259249677,0.433222277,0.077328678,0.230199367,,,,
1820,0.171393459,0.433011318,0.020733241,0.374861982,,,,
1821,0.200656694,0.189976789,0.053507519,0.555858998,,,,
1822,0.277605917,0.091733517,0.106858167,0.523802399,,,,
1823,0.226916477,0.322147584,0.089877903,0.361058036,,,,
1824,0.308872792,0.061573082,0.09125377,0.538300355,,,,
1825,0.128699958,0.025999059,0.563793844,0.281507138,,,,
1826,0.223680281,0.181175217,0.289493483,0.30565102,,,,
1827,0.050557796,0.377777474,0.15022114,0.421443591,,,,
1828,0.038252787,0.028253155,0.633385584,0.300108475,,,,
1829,0.197858127,0.076201961,0.076230461,0.649709452,,,,
1830,0.049146968,0.271922043,0.273903083,0.405027906,,,,
1831,0.358967537,0.206729705,0.035347923,0.398954835,,,,
1832,0.439648796,0.246931973,0.129602503,0.183816728,,,,
1833,0.100260444,0.179408288,0.511843978,0.20848729,,,,
1834,0.202763023,0.204164472,0.192674189,0.400398316,,,,
1835,0.075004946,0.381432717,0.246340636,0.297221702,,,,
1836,0.123872432,0.252491843,0.09741186,0.526223865,,,,
1837,0.29522137,0.087943878,0.071341593,0.545493159,,,,
1838,0.397028611,0.118138679,0.081501022,0.403331688,,,,
1839,0.113356852,0.233355541,0.315193859,0.338093748,,,,
1840,0.304145599,0.178049311,0.256480621,0.261324468,,,,
1841,0.075900217,0.28447931,0.256819981,0.382800493,,,,
1842,0.418788267,0.093810584,0.269904163,0.217496986,,,,
1843,0.031452162,0.153551867,0.41707403,0.397921941,,,,
1844,0.308697908,0.172625615,0.087102509,0.431573968,,,,
1845,0.068091493,0.272348495,0.280816285,0.378743727,,,,
1846,0.219051433,0.13817987,0.327277023,0.315491674,,,,
1847,0.252064536,0.159779653,0.090163652,0.497992158,,,,
1848,0.069757205,0.316188093,0.072015928,0.542038774,,,,
1849,0.561592734,0.023811102,0.058712937,0.355883226,,,,
1850,0.165711054,0.129691347,0.23760527,0.466992328,,,,
1851,0.308276463,0.076449685,0.069874899,0.545398953,,,,
1852,0.280761941,0.39468693,0.035195393,0.289355736,,,,
1853,0.438562106,0.107924546,0.05208527,0.401428078,,,,
1854,0.392057913,0.107953654,0.18777631,0.312212122,,,,
1855,0.48151453,0.094001075,0.144977152,0.279507243,,,,
1856,0.198882812,0.325284955,0.083178429,0.392653805,,,,
1857,0.051319307,0.134400749,0.514722903,0.299557041,,,,
1858,0.206832443,0.298029604,0.251521517,0.243616436,,,,
1859,0.284128333,0.0488579,0.332962364,0.334051403,,,,
1860,0.076898789,0.484518339,0.076539587,0.362043284,,,,
1861,0.376876793,0.182903881,0.041273007,0.398946319,,,,
1862,0.083395258,0.207669287,0.267972871,0.440962584,,,,
1863,0.065121264,0.02744303,0.327305669,0.580130037,,,,
1864,0.056883724,0.25241097,0.041394101,0.649311205,,,,
1865,0.182973285,0.036527286,0.395966357,0.384533073,,,,
1866,0.116079756,0.132617872,0.042582584,0.708719788,,,,
1867,0.057202078,0.222768955,0.370052139,0.349976829,,,,
1868,0.085540392,0.234837178,0.137731941,0.541890489,,,,
1869,0.08128872,0.037970677,0.315730505,0.565010098,,,,
1870,0.076735723,0.191559536,0.19942704,0.5322777,,,,
1871,0.043639921,0.474176131,0.107750983,0.374432964,,,,
1872,0.071212661,0.036149571,0.097203431,0.795434337,,,,
1873,0.070549125,0.12481486,0.496095498,0.308540516,,,,
1874,0.40316616,0.195094396,0.053760011,0.347979433,,,,
1875,0.022367514,0.287113161,0.416619857,0.273899468,,,,
1876,0.138999814,0.069697933,0.170504261,0.620797992,,,,
1877,0.198686296,0.065893792,0.30098593,0.434433982,,,,
1878,0.054801372,0.163731343,0.467624843,0.313842442,,,,
1879,0.25116005,0.177791846,0.05630921,0.514738894,,,,
1880,0.204740591,0.027647344,0.164271956,0.603340109,,,,
1881,0.102940371,0.09600187,0.447058999,0.35399876,,,,
1882,0.046625225,0.063760345,0.626420039,0.263194391,,,,
1883,0.481717507,0.130886513,0.214155777,0.173240203,,,,
1884,0.148300381,0.116526272,0.24989556,0.485277787,,,,
1885,0.30711613,0.097002032,0.18577,0.410111838,,,,
1886,0.094209592,0.159441336,0.347595026,0.398754046,,,,
1887,0.564591355,0.053569603,0.072160058,0.309678984,,,,
1888,0.50153859,0.094892698,0.089880261,0.31368845,,,,
1889,0.107402279,0.386025718,0.269197926,0.237374076,,,,
1890,0.041548603,0.677724775,0.094877567,0.185849056,,,,
1891,0.087980671,0.451113307,0.17859091,0.282315112,,,,
1892,0.165064743,0.430147077,0.149953249,0.25483493,,,,
1893,0.670214561,0.077390655,0.0404688,0.211925984,,,,
1894,0.253738892,0.284381874,0.275347542,0.186531692,,,,
1895,0.137236443,0.093289338,0.483967481,0.285506738,,,,
1896,0.510757402,0.246492325,0.088717987,0.154032286,,,,
1897,0.079967281,0.362185097,0.248296076,0.309551546,,,,
1898,0.170608352,0.457025706,0.220154717,0.152211225,,,,
1899,0.172619437,0.125977424,0.235540218,0.465862921,,,,
1900,0.188595823,0.232016188,0.099760856,0.479627133,,,,
1901,0.138463418,0.209824189,0.505935252,0.145777141,,,,
1902,0.157716906,0.635134275,0.044825911,0.162322909,,,,
1903,0.139093642,0.177607517,0.149065063,0.534233778,,,,
1904,0.061877873,0.449407538,0.272133607,0.216580981,,,,
1905,0.235516323,0.462713685,0.055538636,0.246231356,,,,
1906,0.147000014,0.068848114,0.567290768,0.216861104,,,,
1907,0.086960666,0.649153323,0.057093261,0.206792749,,,,
1908,0.158112183,0.417043481,0.230921312,0.193923024,,,,
1909,0.192348189,0.418672221,0.121248453,0.267731137,,,,
1910,0.218225453,0.369976112,0.200728665,0.21106977,,,,
1911,0.079480488,0.196750862,0.525335625,0.198433024,,,,
1912,0.034364428,0.70553723,0.098234482,0.16186386,,,,
1913,0.109078522,0.490376124,0.130373344,0.270172011,,,,
1914,0.440491081,0.350439785,0.074817469,0.134251665,,,,
1915,0.141806,0.113221637,0.340720076,0.404252286,,,,
1916,0.154563876,0.541227608,0.19780224,0.106406276,,,,
1917,0.072838785,0.52770089,0.089767163,0.309693162,,,,
1918,0.080153467,0.455663612,0.278167466,0.186015454,,,,
1919,0.1085699,0.447886629,0.101484019,0.342059452,,,,
1920,0.201247998,0.188189179,0.101994319,0.508568504,,,,
1921,0.342144434,0.266106304,0.156292523,0.235456739,,,,
1922,0.02509651,0.626779248,0.056178351,0.291945891,,,,
1923,0.203059791,0.186277244,0.268272423,0.342390542,,,,
1924,0.066738206,0.179863042,0.104558419,0.648840333,,,,
1925,0.267475808,0.321435445,0.143189448,0.267899299,,,,
1926,0.150721436,0.281013733,0.068293849,0.499970982,,,,
1927,0.341262707,0.039959635,0.255612204,0.363165454,,,,
1928,0.13797529,0.255508578,0.06530294,0.541213192,,,,
1929,0.183483349,0.129823667,0.116317374,0.570375611,,,,
1930,0.35796887,0.050993119,0.275584287,0.315453725,,,,
1931,0.251531131,0.318107049,0.058505372,0.371856448,,,,
1932,0.238646907,0.354910879,0.051452843,0.354989371,,,,
1933,0.057002578,0.12391038,0.450597723,0.368489318,,,,
1934,0.085944213,0.26618723,0.123075102,0.524793456,,,,
1935,0.135753645,0.099435722,0.072183514,0.692627119,,,,
1936,0.073884942,0.092553892,0.270935703,0.562625464,,,,
1937,0.291276056,0.242792914,0.299762765,0.166168265,,,,
1938,0.093861944,0.118230774,0.193231212,0.59467607,,,,
1939,0.269737735,0.269572483,0.394370689,0.066319093,,,,
1940,0.024161676,0.419137649,0.465473904,0.091226771,,,,
1941,0.082604696,0.484287208,0.272590062,0.160518034,,,,
1942,0.019913561,0.599073573,0.329186977,0.051825889,,,,
1943,0.231933529,0.151384191,0.451990946,0.164691335,,,,
1944,0.023752543,0.829737495,0.062697084,0.083812877,,,,
1945,0.246422812,0.48232778,0.092441257,0.178808152,,,,
1946,0.138547558,0.417305191,0.142315567,0.301831684,,,,
1947,0.218718832,0.083967723,0.627196105,0.070117339,,,,
1948,0.085677184,0.042137946,0.7749485,0.09723637,,,,
1949,0.474671021,0.140954409,0.191156985,0.193217585,,,,
1950,0.036845841,0.373440964,0.445329757,0.144383438,,,,
1951,0.41169284,0.394190596,0.085342591,0.108773973,,,,
1952,0.455914172,0.074927467,0.306562053,0.162596308,,,,
1953,0.042241896,0.794990728,0.076640469,0.086126907,,,,
1954,0.368911016,0.25735108,0.235371126,0.138366778,,,,
1955,0.425517293,0.21925025,0.219513408,0.135719049,,,,
1956,0.076290713,0.197787822,0.397852735,0.328068731,,,,
1957,0.194931839,0.456138432,0.285126166,0.063803563,,,,
1958,0.486729143,0.087776027,0.19730679,0.22818804,,,,
1959,0.089219413,0.130038718,0.274563235,0.506178634,,,,
1960,0.415971258,0.061768239,0.3171848,0.205075703,,,,
1961,0.64544043,0.171545203,0.063992348,0.119022019,,,,
1962,0.279350184,0.181031969,0.329578898,0.210038949,,,,
1963,0.36284518,0.219088553,0.168440516,0.249625751,,,,
1964,0.060994932,0.412980233,0.413556359,0.112468476,,,,
1965,0.050851039,0.244851941,0.403545317,0.300751703,,,,
1966,0.027506525,0.425225835,0.386082566,0.161185075,,,,
1967,0.557939094,0.078617702,0.097667733,0.265775471,,,,
1968,0.060787339,0.171765549,0.28115636,0.486290753,,,,
1969,0.417672901,0.133959043,0.206226464,0.242141593,,,,
1970,0.143142177,0.228899921,0.260864629,0.367093273,,,,
1971,0.070465733,0.673583593,0.100402629,0.155548045,,,,
1972,0.079635146,0.541160627,0.093940318,0.285263909,,,,
1973,0.049207237,0.691199657,0.126233444,0.133359662,,,,
1974,0.266328514,0.342812762,0.203259762,0.187598962,,,,
1975,0.029305054,0.395669002,0.466062677,0.108963267,,,,
1976,0.51620067,0.1093793,0.227239682,0.147180348,,,,
1977,0.361131562,0.220165877,0.194446353,0.224256207,,,,
1978,0.232818912,0.062964184,0.360363997,0.343852907,,,,
1979,0.083074062,0.451171037,0.248352881,0.217402021,,,,
1980,0.327168324,0.408656353,0.099858472,0.164316851,,,,
1981,0.384833019,0.293319701,0.055695873,0.266151407,,,,
1982,0.26520538,0.252550152,0.069331692,0.412912776,,,,
1983,0.476624378,0.122861697,0.056258003,0.344255922,,,,
1984,0.108146687,0.16959934,0.255932661,0.466321312,,,,
1985,0.105426431,0.369546616,0.36804902,0.156977933,,,,
1986,0.256476868,0.326747601,0.054006858,0.362768673,,,,
1987,0.336853754,0.261629547,0.077756897,0.323759802,,,,
1988,0.390058145,0.100716923,0.071514528,0.437710404,,,,
1989,0.198007246,0.22097377,0.296524973,0.284494011,,,,
1990,0.203390517,0.273550215,0.279729574,0.243329694,,,,
1991,0.041035506,0.054191837,0.656335369,0.248437287,,,,
1992,0.301498442,0.367218032,0.069307031,0.261976495,,,,
1993,0.069683021,0.070075098,0.3259313,0.534310581,,,,
1994,0.265416733,0.232121717,0.303861123,0.198600427,,,,
1995,0.394854733,0.074012068,0.124020956,0.407112243,,,,
1996,0.045488428,0.084987781,0.45721418,0.412309611,,,,
1997,0.514837956,0.081594157,0.15289574,0.250672146,,,,
1998,0.532045594,0.273843369,0.037311501,0.156799537,,,,
1999,0.130580068,0.05912414,0.645905397,0.164390395,,,,
2000,0.343447091,0.385179824,0.150345291,0.121027794,,,,
2001,0.176348258,0.372079684,0.101919734,0.349652324,,,,
2002,0.175690432,0.174790568,0.406003368,0.243515633,,,,
2003,0.485904366,0.197015312,0.033572419,0.283507903,,,,
2004,0.271713625,0.28374322,0.280344139,0.164199016,,,,
2005,0.358588824,0.399192972,0.098845338,0.143372866,,,,
2006,0.081422334,0.302410515,0.466287728,0.149879423,,,,
2007,0.155516471,0.172156413,0.308888806,0.363438309,,,,
2008,0.090504204,0.132118196,0.385576185,0.391801415,,,,
2009,0.195713419,0.153587891,0.114285212,0.536413479,,,,
2010,0.151466197,0.198990521,0.159711695,0.489831586,,,,
2011,0.082536039,0.46314641,0.217514469,0.236803081,,,,
2012,0.071791588,0.704350819,0.049755517,0.174102076,,,,
2013,0.0319226,0.67809541,0.067718458,0.222263532,,,,
2014,0.274535131,0.175267563,0.064068851,0.486128455,,,,
2015,0.097292565,0.248040793,0.094953145,0.559713498,,,,
2016,0.119234699,0.41010991,0.022287063,0.448368329,,,,
2017,0.194756726,0.161201415,0.15552176,0.488520098,,,,
2018,0.251679013,0.288611909,0.15040985,0.309299228,,,,
2019,0.146340093,0.057625834,0.260590774,0.5354433,,,,
2020,0.110245803,0.157654721,0.246211006,0.48588847,,,,
2021,0.034489004,0.525106655,0.021649119,0.418755222,,,,
2022,0.376097612,0.044850102,0.029510608,0.549541678,,,,
2023,0.209743932,0.042931382,0.348186555,0.399138131,,,,
2024,0.338547641,0.098977832,0.086445509,0.476029018,,,,
2025,0.079541125,0.204252066,0.027801318,0.688405491,,,,
2026,0.083824746,0.156464588,0.235789524,0.523921142,,,,
2027,0.204093279,0.237177905,0.210781257,0.347947559,,,,
2028,0.167495662,0.107393158,0.067422579,0.657688601,,,,
2029,0.137355177,0.241363186,0.171870875,0.449410762,,,,
2030,0.043254358,0.087401281,0.272278998,0.597065363,,,,
2031,0.092810625,0.243682954,0.159932061,0.50357436,,,,
2032,0.078952222,0.268807537,0.040449582,0.61179066,,,,
2033,0.033742558,0.101376732,0.4506484,0.41423231,,,,
2034,0.06652453,0.308650035,0.252248641,0.372576794,,,,
2035,0.055737542,0.622559913,0.091037282,0.230665263,,,,
2036,0.383356318,0.427309891,0.020764236,0.168569556,,,,
2037,0.279768243,0.151209015,0.32170617,0.247316573,,,,
2038,0.201226571,0.344720778,0.174980137,0.279072514,,,,
2039,0.116094937,0.549473703,0.0761127,0.258318661,,,,
2040,0.33671905,0.041007116,0.484980738,0.137293096,,,,
