No,Ch1,Ch2,Ch3,Ch4
12343,0.101088361,0.34767827,0.362570069,0.1886633
12344,0.309101474,0.270087754,0.275513519,0.145297254
12345,0.209908382,0.268080745,0.174497758,0.347513115
12346,0.27177027,0.148711693,0.461399221,0.118118816
12347,0.14293922,0.130144994,0.155573986,0.5713418
12348,0.13422588,0.101094472,0.484633152,0.280046496
12349,0.239169515,0.426130178,0.209125566,0.125574741
12350,0.0526389,0.517646777,0.265426574,0.164287748
12351,0.183667859,0.291883406,0.342158552,0.182290182
12352,0.053077206,0.622144523,0.216852107,0.107926164
12353,0.440871344,0.243558065,0.213586166,0.101984424
12354,0.340413905,0.256455784,0.092805409,0.310324902
12355,0.06433487,0.150398461,0.633194104,0.152072565
12356,0.315273164,0.097029612,0.4941165,0.093580723
12357,0.751199223,0.054757712,0.026611161,0.167431904
12358,0.27737854,0.100871889,0.480058904,0.141690667
12359,0.433916963,0.148017496,0.222301224,0.195764317
12360,0.599713836,0.073502163,0.205805186,0.120978815
12361,0.168240201,0.485011515,0.111401699,0.235346586
12362,0.34931245,0.420502209,0.091678129,0.138507213
12363,0.394149771,0.394741405,0.113341429,0.097767394
12364,0.10189158,0.546883658,0.174111388,0.177113374
12365,0.119324183,0.522919636,0.095082951,0.26267323
12366,0.121240652,0.519266689,0.243943139,0.115549521
12367,0.223771781,0.112685128,0.338364764,0.325178327
12368,0.673796478,0.074919422,0.068949558,0.182334542
12369,0.236186796,0.093206648,0.486920906,0.18368565
12370,0.552015314,0.125182707,0.186149339,0.136652639
12371,0.180503444,0.158774642,0.395488649,0.265233264
12372,0.325981319,0.075060073,0.337772116,0.261186491
12373,0.35782343,0.126274155,0.378475894,0.137426521
12374,0.160790375,0.075947508,0.441472876,0.321789241
12375,0.168246514,0.373693145,0.321410297,0.136650044
12376,0.034763144,0.716219549,0.077864097,0.17115321
12377,0.269647176,0.285699942,0.128893591,0.315759292
12378,0.097716409,0.059805372,0.638339679,0.20413854
12379,0.299476375,0.507058135,0.058586906,0.134878583
12380,0.316397248,0.475464088,0.076787324,0.13135134
12381,0.071534109,0.147836957,0.671617794,0.10901114
12382,0.09029972,0.23903083,0.554799304,0.115870147
12383,0.104430844,0.420856947,0.257311948,0.217400261
12384,0.288205456,0.206914635,0.177918694,0.326961215
12385,0.088878703,0.280396156,0.454396024,0.176329117
12386,0.400899224,0.443785982,0.049045863,0.106268931
12387,0.10735484,0.44720205,0.274880228,0.170562882
12388,0.519098173,0.092987558,0.297393496,0.090520772
12389,0.056392398,0.479082844,0.07377863,0.390746128
12390,0.07045556,0.049287238,0.043845985,0.836411218
12391,0.033502884,0.056059294,0.390675055,0.519762767
12392,0.333829391,0.151306286,0.067709489,0.447154834
12393,0.178309617,0.146437623,0.054698073,0.620554687
12394,0.122837741,0.07248227,0.190449435,0.614230554
12395,0.04197282,0.094418373,0.399312088,0.464296718
12396,0.055196336,0.175400719,0.233251569,0.536151376
12397,0.443985974,0.026031126,0.143395447,0.386587453
12398,0.202679525,0.159054168,0.146505403,0.491760904
12399,0.175670423,0.383845259,0.029916227,0.410568092
12400,0.07795205,0.063610874,0.250873702,0.607563374
12401,0.036018202,0.117995682,0.049179381,0.796806735
12402,0.040462625,0.148801449,0.250312644,0.560423281
12403,0.060238329,0.076485816,0.121979704,0.741296152
12404,0.087058229,0.081441645,0.172542863,0.658957263
12405,0.144086905,0.369778195,0.074024203,0.412110697
12406,0.272339529,0.283125441,0.043175683,0.401359347
12407,0.326549143,0.053201647,0.306045039,0.314204171
12408,0.495290025,0.112234466,0.184647163,0.207828346
12409,0.444188092,0.198518466,0.04688286,0.310410582
12410,0.05454817,0.556982602,0.035102525,0.353366703
12411,0.448485666,0.053558997,0.154028918,0.343926418
12412,0.069203663,0.149022319,0.46406427,0.317709747
12413,0.099133861,0.275420118,0.406043179,0.219402842
12414,0.187327019,0.09400133,0.216836313,0.501835337
12415,0.362529899,0.106563914,0.203160641,0.327745546
12416,0.592046674,0.032502372,0.048323885,0.327127069
12417,0.20895022,0.058904534,0.148861739,0.583283507
12418,0.20993618,0.442303938,0.049833899,0.297925983
12419,0.193590492,0.070487933,0.092236888,0.643684687
12420,0.141939612,0.067261951,0.292240674,0.498557762
12421,0.323170469,0.339167871,0.091779036,0.245882624
12422,0.345465863,0.167145048,0.215957785,0.271431304
12423,0.100703526,0.182471583,0.119881777,0.596943114
12424,0.104603112,0.379138679,0.056223601,0.460034608
12425,0.26214099,0.12611869,0.238132673,0.373607647
12426,0.206051118,0.085793331,0.28719072,0.420964831
12427,0.485194404,0.071773218,0.106102154,0.336930223
12428,0.132678432,0.132587635,0.241939888,0.492794046
12429,0.431595739,0.115482509,0.297241586,0.155680166
12430,0.132542212,0.288978903,0.391209827,0.187269058
12431,0.101813503,0.306366848,0.393164887,0.198654761
12432,0.050752976,0.608998152,0.113639499,0.226609373
12433,0.160785993,0.349765502,0.19407918,0.295369325
12434,0.357664542,0.136450854,0.453095048,0.052789556
12435,0.148686047,0.219203299,0.482226699,0.149883955
12436,0.732454668,0.053352018,0.108794487,0.105398827
12437,0.19533439,0.496069444,0.090101798,0.218494368
12438,0.102534783,0.437760081,0.222021752,0.237683384
12439,0.127050875,0.349928951,0.225970093,0.29705008
12440,0.349076752,0.399188603,0.131370895,0.12036375
12441,0.438872921,0.224859544,0.152064693,0.184202842
12442,0.122480141,0.544311086,0.143053562,0.190155211
12443,0.145797885,0.39224984,0.142653225,0.31929905
12444,0.450690638,0.090263213,0.279779872,0.179266276
12445,0.079156492,0.104190318,0.613419053,0.203234137
12446,0.295236312,0.083801222,0.136844368,0.484118097
12447,0.029674053,0.561896487,0.043482593,0.364946867
12448,0.375911035,0.072757366,0.100064583,0.451267016
12449,0.136060224,0.035515014,0.605660318,0.222764443
12450,0.308504627,0.249853965,0.252760985,0.188880422
12451,0.03133602,0.307914285,0.412999276,0.247750419
12452,0.251631099,0.290170347,0.247003964,0.21119459
12453,0.184907408,0.101405016,0.420241472,0.293446104
12454,0.202299901,0.055049444,0.42496452,0.317686134
12455,0.091861093,0.55327131,0.063736998,0.291130598
12456,0.144539177,0.468986977,0.081225331,0.305248515
12457,0.354584713,0.058462422,0.259385616,0.327567248
12458,0.152680057,0.315415656,0.235801761,0.296102526
12459,0.06628631,0.145079713,0.292773214,0.495860763
12460,0.032733137,0.368248724,0.353523502,0.245494637
12461,0.268737236,0.435953697,0.083536828,0.211772239
12462,0.550044725,0.048076785,0.16521502,0.23666347
12463,0.105627137,0.187087134,0.279750557,0.427535172
12464,0.063622978,0.272244757,0.503294139,0.160838125
12465,0.129579676,0.099412897,0.286399015,0.484608412
12466,0.688944935,0.081801514,0.022997208,0.206256344
12467,0.069433067,0.343238189,0.256441692,0.330887051
12468,0.158311986,0.365853969,0.07542283,0.400411216
12469,0.048686942,0.330531733,0.351406141,0.269375183
12470,0.238730528,0.093456178,0.395610379,0.272202915
12471,0.123307441,0.050335181,0.413541055,0.412816323
12472,0.353815526,0.160468425,0.104253309,0.38146274
12473,0.254024462,0.213522152,0.171366783,0.361086603
12474,0.338083209,0.084180962,0.089580952,0.488154877
12475,0.578658937,0.037949211,0.052911204,0.330480648
12476,0.08989337,0.15563949,0.489044168,0.265422972
12477,0.37987933,0.069698533,0.325773374,0.224648763
12478,0.264192093,0.291885818,0.175323996,0.268598093
12479,0.076919226,0.088139707,0.464668603,0.370272464
12480,0.254143575,0.519298127,0.050296052,0.176262245
12481,0.197127215,0.23126908,0.30322503,0.268378675
12482,0.0741696,0.253050363,0.443420578,0.229359459
12483,0.095587827,0.085981202,0.123136491,0.69529448
12484,0.34064245,0.232392414,0.130244746,0.296720391
12485,0.609722973,0.091511565,0.14691797,0.151847491
12486,0.382937649,0.280423696,0.198136762,0.138501893
12487,0.13121027,0.494853097,0.240201758,0.133734875
12488,0.112986827,0.098948397,0.535851298,0.252213477
12489,0.088934032,0.358734063,0.303736305,0.2485956
12490,0.146077858,0.0768836,0.701452634,0.075585908
12491,0.318766408,0.149336299,0.395628808,0.136268484
12492,0.02457614,0.336257694,0.547231121,0.091935045
12493,0.138661779,0.28288948,0.418692718,0.159756024
12494,0.335938656,0.067250716,0.418850559,0.177960069
12495,0.477890742,0.110463034,0.245678569,0.165967655
12496,0.353314194,0.175124759,0.305012746,0.166548301
12497,0.152786917,0.530613223,0.058226392,0.258373468
12498,0.115854506,0.085535592,0.68911483,0.109495072
12499,0.31751096,0.04728299,0.496166376,0.139039674
12500,0.337043672,0.136490984,0.139497162,0.386968182
12501,0.053622906,0.333107771,0.455408503,0.15786082
12502,0.156607947,0.518560107,0.214338125,0.110493822
12503,0.176590359,0.37365107,0.031193049,0.418565521
12504,0.031405571,0.309101678,0.121453856,0.538038895
12505,0.20154685,0.290641265,0.045303178,0.462508707
12506,0.083792086,0.47166948,0.038465377,0.406073057
12507,0.168710815,0.047000871,0.169427822,0.614860491
12508,0.095219329,0.058170608,0.189257883,0.657352179
12509,0.074759205,0.176624347,0.124162959,0.624453489
12510,0.057812171,0.241962207,0.251768281,0.448457342
12511,0.057667434,0.086417822,0.071379522,0.784535222
12512,0.152035115,0.425167851,0.049044487,0.373752547
12513,0.126859881,0.442236863,0.045056656,0.3858466
12514,0.12874383,0.305526105,0.018606956,0.54712311
12515,0.146932038,0.33204798,0.072488467,0.448531516
12516,0.180602055,0.066441592,0.262300842,0.49065551
12517,0.062261308,0.084911193,0.171058545,0.681768953
12518,0.031518683,0.177689632,0.34652884,0.444262845
12519,0.351069205,0.031663166,0.208571465,0.408696163
12520,0.126504451,0.057624008,0.275003632,0.54086791
12521,0.379853161,0.047050043,0.050860617,0.522236179
12522,0.320820803,0.363712821,0.241695781,0.073770596
12523,0.035861529,0.362628861,0.518249325,0.083260285
12524,0.49142262,0.026167024,0.396697318,0.085713038
12525,0.587090331,0.193965472,0.145569066,0.073375131
12526,0.096634089,0.190744296,0.472128095,0.24049352
12527,0.343693689,0.394659075,0.141090428,0.120556808
12528,0.335071068,0.116051469,0.400167261,0.148710202
12529,0.302144695,0.171351591,0.240517024,0.285986689
12530,0.522237086,0.318664297,0.08628051,0.072818108
12531,0.145655857,0.335992171,0.13772097,0.380631001
12532,0.382063889,0.097660001,0.402065234,0.118210876
12533,0.525515168,0.112518765,0.28993582,0.072030247
12534,0.233152278,0.10824119,0.540805646,0.117800886
12535,0.603956664,0.14439671,0.117400632,0.134245994
12536,0.1121411,0.050726298,0.770199913,0.066932689
12537,0.150779778,0.444593043,0.245322646,0.159304533
12538,0.419654342,0.124159548,0.27273738,0.18344873
12539,0.236797839,0.367610595,0.309332625,0.08625894
12540,0.12556872,0.42381285,0.297712708,0.152905722
12541,0.235037483,0.333505146,0.309874895,0.121582476
12542,0.065930714,0.203669015,0.367512656,0.362887615
12543,0.437806342,0.127551783,0.17062706,0.264014816
12544,0.651875806,0.074662943,0.053926004,0.219535247
12545,0.455022719,0.09177592,0.237555133,0.215646228
12546,0.327337489,0.212725847,0.26762756,0.192309104
12547,0.323124158,0.16207797,0.089478779,0.425319093
12548,0.182700953,0.416449167,0.20117898,0.1996709
12549,0.417191784,0.099527006,0.166884003,0.316397207
12550,0.244765646,0.349893335,0.288156787,0.117184232
12551,0.031817601,0.525183978,0.214525767,0.228472653
12552,0.209400265,0.438702619,0.156645089,0.195252027
12553,0.486086108,0.060742756,0.19865898,0.254512156
12554,0.034856134,0.643935524,0.065758286,0.255450056
12555,0.203165971,0.061297166,0.613470402,0.122066461
12556,0.184435055,0.229819047,0.330332505,0.255413393
12557,0.271515585,0.134294639,0.259213791,0.334975985
12558,0.122927911,0.490896677,0.107651039,0.278524373
12559,0.06246458,0.079047749,0.596473132,0.262014539
12560,0.144696354,0.101776632,0.064727807,0.688799207
12561,0.106060875,0.308187873,0.103643723,0.48210753
12562,0.050311323,0.247655895,0.334944797,0.367087986
12563,0.08058496,0.025652423,0.421487567,0.472275049
12564,0.177813852,0.185361506,0.099979212,0.53684543
12565,0.193108762,0.302499541,0.097757445,0.406634253
12566,0.071117221,0.071681227,0.092410583,0.764790969
12567,0.251570038,0.282431567,0.106031451,0.359966944
12568,0.26005132,0.138104564,0.075726301,0.526117816
12569,0.269737776,0.205922493,0.2705415,0.253798231
12570,0.039503454,0.13574719,0.46226426,0.362485096
12571,0.139545169,0.316033117,0.166767935,0.377653779
12572,0.037683993,0.083458204,0.157219417,0.721638387
12573,0.104165184,0.465274639,0.064051545,0.366508632
12574,0.191037814,0.266109468,0.291733563,0.251119155
12575,0.047376037,0.282083525,0.083452324,0.587088114
12576,0.030933857,0.155440833,0.332260494,0.481364816
12577,0.042426123,0.240609365,0.449103275,0.267861236
12578,0.294079466,0.073956782,0.298962899,0.333000853
12579,0.250675539,0.319821425,0.169782493,0.259720543
12580,0.352649853,0.228800921,0.091857359,0.326691867
12581,0.101567817,0.460980873,0.116153188,0.321298122
12582,0.184293581,0.228007428,0.26889657,0.318802422
12583,0.092055543,0.584611915,0.090849742,0.232482799
12584,0.049607277,0.071724224,0.605023317,0.273645182
12585,0.450350897,0.086098489,0.305119841,0.158430774
12586,0.135363017,0.079067015,0.379464961,0.406105008
12587,0.028546486,0.497363425,0.211066433,0.263023656
12588,0.137877267,0.455061336,0.101052831,0.306008566
12589,0.185536866,0.169599239,0.293211503,0.351652392
12590,0.09106308,0.468607375,0.197345184,0.242984361
12591,0.030902575,0.055327281,0.598696323,0.315073821
12592,0.097775932,0.514552598,0.205922756,0.181748715
12593,0.298794125,0.394940125,0.115063911,0.191201839
12594,0.304600608,0.243937548,0.116028867,0.335432978
12595,0.040029018,0.70829768,0.055264276,0.196409025
12596,0.017179997,0.749327268,0.062291814,0.171200921
12597,0.072098298,0.227486311,0.166551118,0.533864273
12598,0.066677962,0.163381412,0.326198149,0.443742477
12599,0.202534887,0.132914645,0.54145141,0.123099058
12600,0.137643866,0.494061321,0.242217693,0.126077119
12601,0.363037109,0.242813389,0.321269706,0.072879797
12602,0.172438068,0.574793632,0.101412149,0.151356151
12603,0.020347828,0.740193907,0.08701073,0.152447535
12604,0.081606216,0.684911635,0.114879498,0.118602651
12605,0.594735926,0.049376938,0.229581593,0.126305544
12606,0.479313814,0.210964546,0.144048925,0.165672715
12607,0.078569873,0.215049171,0.609258513,0.097122444
12608,0.578875675,0.084301139,0.150042801,0.186780385
12609,0.132449367,0.11082277,0.454624978,0.302102884
12610,0.092564361,0.36051403,0.456771132,0.090150477
12611,0.076498488,0.219701288,0.50725672,0.196543504
12612,0.397287064,0.251139457,0.085296383,0.266277096
12613,0.178878362,0.425410663,0.101610922,0.294100052
12614,0.100469916,0.710783647,0.076443002,0.112303436
12615,0.185322542,0.415933487,0.303099237,0.095644734
12616,0.066399889,0.491182646,0.223720519,0.218696946
12617,0.46478146,0.153841343,0.095527347,0.28584985
12618,0.12580287,0.091524972,0.396929861,0.385742297
12619,0.54460896,0.091947918,0.076623787,0.286819334
12620,0.037802471,0.422629751,0.111682592,0.427885187
12621,0.070326164,0.232493067,0.250651573,0.446529196
12622,0.352000424,0.08980303,0.134159842,0.424036703
12623,0.075989323,0.045079773,0.447038577,0.431892327
12624,0.353421753,0.092632706,0.183592952,0.370352588
12625,0.065389432,0.230224343,0.246050732,0.458335493
12626,0.087217265,0.079377558,0.344317444,0.489087732
12627,0.100619156,0.300120506,0.129420362,0.469839977
12628,0.111219992,0.355710421,0.067400572,0.465669015
12629,0.099095071,0.024285616,0.6104441,0.266175212
12630,0.269035645,0.080742385,0.121101272,0.529120698
12631,0.336248502,0.136482092,0.209460462,0.317808944
12632,0.309904669,0.118321974,0.219809357,0.351964001
12633,0.042745825,0.501673677,0.037998847,0.41758165
12634,0.176181495,0.035889397,0.430515,0.357414108
12635,0.068689836,0.072397911,0.319566837,0.539345417
12636,0.425167428,0.196306236,0.19526136,0.183264977
12637,0.196620244,0.104914261,0.308986759,0.389478736
12638,0.067790021,0.379412456,0.365973893,0.186823629
12639,0.188116934,0.523305027,0.123487935,0.165090105
12640,0.346790653,0.33427042,0.214256932,0.104681996
12641,0.041280938,0.353937361,0.478213506,0.126568195
12642,0.129598204,0.333652213,0.183496674,0.353252909
12643,0.410729413,0.181382736,0.22540261,0.182485241
12644,0.046627171,0.277687021,0.394442892,0.281242916
12645,0.472046122,0.224757566,0.195993631,0.107202681
12646,0.154558506,0.194264768,0.519729949,0.131446776
12647,0.069654543,0.459166292,0.335604897,0.135574267
12648,0.145874861,0.586356913,0.168791344,0.098976883
12649,0.12042863,0.643227196,0.087371835,0.148972339
12650,0.357697162,0.124073669,0.101838096,0.416391073
12651,0.116533281,0.162812926,0.500951794,0.219701998
12652,0.37688394,0.3643474,0.198055423,0.060713237
12653,0.09458077,0.090699176,0.532692856,0.282027198
12654,0.294859854,0.070941656,0.483946795,0.150251695
12655,0.175474559,0.150081146,0.066514166,0.607930128
12656,0.331556735,0.237474737,0.11412193,0.316846598
12657,0.024341647,0.549676221,0.040343263,0.385638868
12658,0.195173337,0.163741066,0.192409095,0.448676502
12659,0.056274734,0.13749275,0.065607099,0.740625417
12660,0.258332947,0.284217578,0.103234901,0.354214574
12661,0.131281451,0.22284105,0.044575054,0.601302445
12662,0.318780095,0.034660051,0.178746466,0.467813388
12663,0.119339318,0.202910049,0.042186355,0.635564278
12664,0.155742983,0.101502047,0.074158505,0.668596464
12665,0.343003659,0.045166813,0.196501551,0.415327976
12666,0.22917483,0.265336961,0.039953378,0.465534831
12667,0.219087435,0.298631665,0.035626473,0.446654427
12668,0.056819712,0.112544273,0.332161109,0.498474906
12669,0.07536237,0.211660407,0.080418695,0.632558528
12670,0.111131102,0.074313371,0.04432734,0.770228188
12671,0.065251061,0.075253798,0.178582872,0.680912268
12672,0.300628998,0.228361818,0.231414775,0.239594408
12673,0.081680266,0.094426309,0.125209667,0.698683758
12674,0.378299772,0.367762544,0.212549132,0.041388552
12675,0.431929762,0.367851338,0.088330707,0.111888193
12676,0.183237357,0.08773316,0.643242986,0.085786496
12677,0.216299424,0.168601001,0.402022986,0.213076589
12678,0.278206862,0.405032697,0.265786019,0.050974422
12679,0.090253068,0.261416027,0.576700803,0.071630102
12680,0.144608111,0.620021107,0.096972805,0.138397977
12681,0.358667972,0.163711411,0.175328025,0.302292592
12682,0.253030632,0.29005329,0.258376588,0.198539489
12683,0.576234847,0.066850505,0.200216704,0.156697944
12684,0.753929933,0.094297035,0.084953483,0.066819549
12685,0.567148769,0.069767433,0.226854735,0.136229063
12686,0.077516346,0.36576352,0.42533071,0.131389424
12687,0.69736249,0.066245324,0.110731335,0.12566085
12688,0.365707714,0.096577228,0.444025306,0.093689751
12689,0.214783976,0.095546041,0.568040213,0.12162977
12690,0.125895977,0.565906239,0.197140974,0.11105681
12691,0.347806633,0.400161493,0.133443054,0.118588819
12692,0.03185979,0.697809962,0.190338773,0.079991476
12693,0.297336451,0.55640728,0.087092262,0.059164007
12694,0.43346262,0.371877217,0.152253291,0.042406872
12695,0.500435211,0.129934904,0.339042982,0.030586902
12696,0.390489219,0.525759827,0.0516701,0.032080854
12697,0.133390827,0.149788354,0.62241387,0.09440695
12698,0.230900224,0.529503722,0.160608306,0.078987748
12699,0.15953721,0.506266045,0.283904291,0.050292453
12700,0.246548881,0.372716933,0.3372777,0.043456486
12701,0.713641314,0.158018605,0.061161225,0.067178855
12702,0.154942052,0.260381609,0.335393246,0.249283093
12703,0.087976251,0.711851509,0.133090274,0.067081966
12704,0.345583669,0.483102583,0.140403115,0.030910632
12705,0.059403822,0.795942992,0.082790757,0.06186243
12706,0.075659423,0.611973341,0.281096009,0.031271227
12707,0.177522673,0.673794872,0.060514804,0.088167651
12708,0.175246797,0.636792074,0.128076814,0.059884316
12709,0.14037304,0.526964698,0.273890298,0.058771964
12710,0.24741981,0.281825304,0.270703926,0.20005096
12711,0.319343723,0.298457519,0.177474018,0.20472474
12712,0.333985608,0.149597363,0.092158051,0.424258977
12713,0.045806206,0.351614817,0.175349824,0.427229152
12714,0.152409909,0.02261447,0.345902989,0.479072632
12715,0.071796723,0.273433418,0.079726442,0.575043418
12716,0.026422315,0.045828956,0.507881943,0.419866786
12717,0.404928614,0.033837078,0.059664059,0.501570249
12718,0.153343543,0.203316061,0.111406952,0.531933443
12719,0.341888567,0.132787096,0.032820313,0.492504023
12720,0.099538281,0.146031048,0.128561863,0.625868808
12721,0.114101137,0.069570498,0.30871492,0.507613444
12722,0.045840629,0.223664745,0.28765555,0.442839076
12723,0.358800106,0.02645816,0.192896567,0.421845167
12724,0.327815205,0.03669712,0.115624072,0.519863602
12725,0.030787464,0.442235447,0.102910013,0.424067076
12726,0.089741673,0.041409706,0.233115384,0.635733237
12727,0.105103846,0.02894801,0.369918655,0.496029489
12728,0.22937423,0.079088579,0.07869224,0.612844952
12729,0.21540418,0.084885412,0.12411487,0.575595538
12730,0.071178789,0.064271595,0.055015707,0.80953391
12731,0.535872957,0.20978059,0.087179923,0.16716653
12732,0.163461083,0.181760682,0.33183792,0.322940316
12733,0.244914037,0.446565263,0.209030849,0.099489851
12734,0.357478812,0.265348858,0.233682595,0.143489735
12735,0.054193414,0.05021405,0.711788992,0.183803544
12736,0.541128058,0.132965019,0.090038203,0.23586872
12737,0.076399004,0.081001956,0.561790349,0.280808691
12738,0.38636348,0.093146904,0.125785447,0.394704169
12739,0.088471931,0.307497267,0.361523291,0.242507512
12740,0.114121822,0.701684211,0.059392482,0.124801484
12741,0.498694925,0.191887628,0.048742589,0.260674859
12742,0.210182144,0.40994864,0.308058667,0.071810548
12743,0.512298447,0.050127826,0.268032554,0.169541173
12744,0.413568888,0.433007714,0.036363204,0.117060194
12745,0.413206494,0.14448265,0.177945635,0.264365221
12746,0.183475889,0.067662183,0.628707072,0.120154856
12747,0.376577655,0.060845419,0.419827113,0.142749813
12748,0.048420747,0.564881961,0.195131109,0.191566182
12749,0.30947684,0.248597106,0.076554828,0.365371227
12750,0.149861754,0.330754308,0.401225337,0.118158601
12751,0.166383925,0.305637427,0.061208296,0.466770352
12752,0.10906305,0.233714699,0.08665116,0.570571091
12753,0.099747105,0.437234301,0.058329683,0.40468891
12754,0.120971579,0.565361173,0.056128925,0.257538323
12755,0.028673708,0.106669078,0.565753001,0.298904214
12756,0.081874319,0.393560233,0.369435712,0.155129736
12757,0.441241616,0.261756779,0.095311498,0.201690107
12758,0.583352208,0.122970909,0.073229275,0.220447608
12759,0.079692173,0.220925448,0.063915964,0.635466415
12760,0.162549952,0.488771648,0.052453425,0.296224975
12761,0.063091651,0.316115023,0.326586757,0.294206569
12762,0.109682598,0.378970357,0.111104515,0.400242531
12763,0.449480445,0.073752841,0.267549285,0.209217429
12764,0.127951527,0.23866201,0.295653884,0.337732579
12765,0.315637228,0.316001815,0.111639418,0.256721539
12766,0.241377803,0.393863602,0.073782656,0.29097594
12767,0.277550003,0.100559682,0.188282077,0.433608239
12768,0.08399656,0.731870032,0.02830184,0.155831568
12769,0.221043242,0.482797315,0.084358337,0.211801107
12770,0.200922818,0.479431047,0.102426691,0.217219444
12771,0.341971852,0.212334569,0.347978762,0.097714816
12772,0.461517247,0.030188813,0.394460712,0.113833229
12773,0.615520226,0.080131868,0.109557322,0.194790583
12774,0.37661492,0.310645345,0.176767079,0.135972656
12775,0.311246725,0.411729311,0.084734662,0.192289302
12776,0.128314003,0.119367265,0.626326952,0.12599178
12777,0.562433115,0.111209829,0.184678703,0.141678353
12778,0.143340645,0.198191648,0.574216835,0.084250871
12779,0.10617164,0.227195158,0.482829253,0.183803949
12780,0.159756958,0.292020853,0.440167536,0.108054653
12781,0.319430914,0.032427571,0.431778841,0.216362674
12782,0.096858489,0.17405063,0.303111795,0.425979086
12783,0.096073378,0.213768542,0.500532212,0.189625867
12784,0.43840729,0.205154353,0.192326451,0.164111906
12785,0.090063763,0.659689198,0.057462064,0.192784975
12786,0.181175338,0.333196545,0.239732028,0.245896089
12787,0.300315519,0.081043475,0.474834803,0.143806204
12788,0.598327731,0.187355874,0.035470737,0.178845658
12789,0.068570545,0.270072836,0.456458133,0.204898487
12790,0.124548155,0.05383649,0.497605898,0.324009456
12791,0.165148986,0.104318203,0.137805094,0.592727718
12792,0.219665391,0.255754598,0.360441774,0.164138237
12793,0.072033888,0.073820413,0.591241467,0.262904232
12794,0.039224501,0.41984353,0.250073999,0.290857969
12795,0.208233307,0.026812789,0.618379473,0.146574431
12796,0.309260049,0.201721593,0.094873781,0.394144577
12797,0.169378721,0.245863186,0.488004394,0.096753699
12798,0.546208785,0.033537241,0.225512045,0.194741929
12799,0.241555384,0.35500674,0.094796881,0.308640995
12800,0.441031043,0.031541454,0.361630002,0.165797501
12801,0.47208336,0.155976171,0.249968155,0.121972314
12802,0.487352199,0.136458204,0.089680243,0.286509355
12803,0.462987535,0.02208777,0.312514654,0.202410041
12804,0.280028566,0.331070267,0.102544552,0.286356616
12805,0.090303302,0.115472668,0.474547237,0.319676793
12806,0.501954333,0.181206167,0.10490795,0.21193155
12807,0.096341637,0.063961204,0.62719959,0.212497569
12808,0.085327694,0.591638341,0.081699117,0.241334848
12809,0.214367791,0.068165774,0.604455793,0.113010642
12810,0.210101615,0.37622787,0.100528297,0.313142218
12811,0.058892632,0.35824522,0.493362145,0.089500002
12812,0.110857348,0.480581786,0.234079429,0.174481436
12813,0.11724951,0.086632283,0.593948783,0.202169425
12814,0.100052922,0.391186333,0.338108904,0.170651841
12815,0.042912714,0.726196635,0.138840712,0.092049939
12816,0.157764134,0.126424828,0.281485327,0.434325711
12817,0.07155825,0.200358654,0.650834595,0.077248501
12818,0.463416217,0.354278221,0.081761829,0.100543733
12819,0.02085116,0.41478936,0.501051615,0.063307865
12820,0.220465917,0.175324981,0.357230216,0.246978886
12821,0.247345258,0.129499696,0.489106545,0.1340485
12822,0.054683163,0.259240101,0.608235758,0.077840978
12823,0.341568518,0.383442938,0.100920412,0.174068132
12824,0.333169454,0.071921236,0.35069306,0.24421625
12825,0.111446551,0.164381037,0.62791302,0.096259392
12826,0.361736604,0.094795359,0.147396859,0.396071178
12827,0.103984335,0.050043394,0.545797777,0.300174494
12828,0.421817055,0.398090576,0.021420492,0.158671877
12829,0.387081056,0.117899221,0.279308503,0.215711221
12830,0.107009405,0.077149652,0.390167252,0.425673691
12831,0.08012469,0.444664513,0.197141717,0.27806908
12832,0.450297035,0.072688477,0.07001506,0.406999428
12833,0.084288746,0.458176667,0.250945885,0.206588702
12834,0.148732967,0.340310981,0.153232433,0.357723619
12835,0.512545585,0.099255176,0.121116044,0.267083195
12836,0.104295203,0.173916617,0.208516563,0.513271617
12837,0.139061075,0.145276466,0.296051678,0.419610781
12838,0.402164136,0.359654917,0.064683774,0.173497173
12839,0.122314143,0.521168464,0.053890943,0.302626449
12840,0.140113638,0.32953406,0.133035101,0.397317201
12841,0.14937666,0.197703401,0.09208478,0.560835159
12842,0.483469582,0.085721166,0.134632428,0.296176823
12843,0.053109211,0.307049911,0.38813272,0.251708158
12844,0.451761344,0.120161439,0.230373163,0.197704054
12845,0.284153352,0.114627553,0.204584012,0.396635084
12846,0.057342041,0.386602361,0.258046874,0.298008724
12847,0.056990632,0.310944019,0.198413919,0.43365143
12848,0.552235974,0.089659294,0.232446884,0.125657849
12849,0.178028544,0.406746632,0.2788518,0.136373024
12850,0.597201107,0.054132523,0.060772713,0.287893657
12851,0.174057285,0.40519368,0.236001484,0.184747551
12852,0.591246119,0.082974297,0.196878753,0.128900831
12853,0.169051287,0.039837835,0.552718765,0.238392113
12854,0.44723004,0.077741627,0.294791628,0.180236704
12855,0.336105688,0.098140827,0.240968115,0.324785371
12856,0.130176774,0.108540797,0.098675769,0.66260666
12857,0.512841076,0.089291784,0.139982975,0.257884164
12858,0.031260108,0.076351115,0.686958971,0.205429805
12859,0.064104522,0.421708047,0.347851788,0.166335643
