,Ch1,Ch2,Ch3,Ch4,randomforest,,,,nb-rf,,,,C50,,,,nb-c50,,,
3765,0.37927087,0.083994976,0.192808332,0.343925822,0.2567901,0.2567901,0.2679012,0.2185185,0.12248077,-0.172795124,-0.075092868,0.125407322,0.333333333,0.333333333,0.222222222,0.111111111,0.045937537,-0.249338357,-0.02941389,0.232814711
3766,0.220199232,0.407604957,0.051528199,0.320667612,0.3307009,0.248766,0.2458045,0.1747285,-0.110501668,0.158838957,-0.194276301,0.145939112,0.090909091,0.045454545,0.227272727,0.636363636,0.129290141,0.362150412,-0.175744528,-0.315696024
3767,0.625144398,0.197753858,0.065535197,0.111566547,0.4152047,0.2066277,0.205653,0.1725146,0.209939698,-0.008873842,-0.140117803,-0.060948053,0.2,0.2,0.4,0.2,0.425144398,-0.002246142,-0.334464803,-0.088433453
3768,0.36690721,0.170668717,0.150021817,0.312402257,0.2334071,0.3030973,0.2676991,0.1957965,0.13350011,-0.132428583,-0.117677283,0.116605757,0.181818182,0.090909091,0.545454545,0.181818182,0.185089028,0.079759626,-0.395432728,0.130584075
3769,0.617227629,0.15655147,0.052702583,0.173518318,0.3685419,0.1894374,0.238806,0.2032147,0.248685729,-0.03288593,-0.186103417,-0.029696382,0.5,0.083333333,0.333333333,0.083333333,0.117227629,0.073218137,-0.28063075,0.090184985
3770,0.074813238,0.23791851,0.145827509,0.541440743,0.2321429,0.3282967,0.1964286,0.2431319,-0.157329662,-0.09037819,-0.050601091,0.298308843,0.111111111,0.222222222,0.111111111,0.555555556,-0.036297873,0.015696288,0.034716398,-0.014114813
3771,0.493325743,0.05203764,0.305900176,0.148736441,0.3270548,0.1797945,0.3416096,0.1515411,0.166270943,-0.12775686,-0.035709424,-0.002804659,0.5,0.166666667,0.166666667,0.166666667,-0.006674257,-0.114629027,0.139233509,-0.017930226
3772,0.268253668,0.266000888,0.188194397,0.277551048,0.2753807,0.2322335,0.2677665,0.2246193,-0.007127032,0.033767388,-0.079572103,0.052931748,0.0625,0.125,0.25,0.5625,0.205753668,0.141000888,-0.061805603,-0.284948952
3773,0.2125161,0.265970759,0.134093319,0.387419822,0.2184769,0.2696629,0.2908864,0.2209738,-0.0059608,-0.003692141,-0.156793081,0.166446022,0.142857143,0.428571429,0.285714286,0.142857143,0.069658957,-0.16260067,-0.151620967,0.244562679
3774,0.061713496,0.085216108,0.786685086,0.06638531,0.2966418,0.1781716,0.3600746,0.1651119,-0.234928304,-0.092955492,0.426610486,-0.09872659,0.571428571,0.142857143,0.142857143,0.142857143,-0.509715075,-0.057641035,0.643827943,-0.076471833
3775,0.641183227,0.157724704,0.084911621,0.116180448,0.4345917,0.238806,0.1712028,0.1553995,0.206591527,-0.081081296,-0.086291179,-0.039219052,0.142857143,0.285714286,0.142857143,0.428571429,0.498326084,-0.127989582,-0.057945522,-0.312390981
3776,0.357369524,0.096308104,0.117115923,0.42920645,0.3443627,0.1985294,0.2401961,0.2169118,0.013006824,-0.102221296,-0.123080177,0.21229465,0.545454545,0.090909091,0.181818182,0.181818182,-0.188085021,0.005399013,-0.064702259,0.247388268
3777,0.454210267,0.337234419,0.094064972,0.114490342,0.3650126,0.2691337,0.2169891,0.1488646,0.089197667,0.068100719,-0.122924128,-0.034374258,0.285714286,0.142857143,0.428571429,0.142857143,0.168495981,0.194377276,-0.334506457,-0.028366801
3778,0.226433029,0.285335323,0.066137508,0.422094141,0.248139,0.3424318,0.1898263,0.219603,-0.021705971,-0.057096477,-0.123688792,0.202491141,0.545454545,0.181818182,0.090909091,0.181818182,-0.319021516,0.103517141,-0.024771583,0.240275959
3779,0.155642822,0.374204321,0.118238769,0.351914088,0.2275943,0.3136792,0.25,0.2087264,-0.071951478,0.060525121,-0.131761231,0.143187688,0.125,0.125,0.5,0.25,0.030642822,0.249204321,-0.381761231,0.101914088
3780,0.567524237,0.272352965,0.025789465,0.134333333,0.3595004,0.323818,0.1587868,0.1578947,0.208023837,-0.051465035,-0.132997335,-0.023561367,0.2,0.2,0.2,0.4,0.367524237,0.072352965,-0.174210535,-0.265666667
3781,0.216563124,0.481465003,0.099743832,0.202228041,0.2417189,0.3500448,0.2497762,0.1584602,-0.025155776,0.131420203,-0.150032368,0.043767841,0.11627907,0.441860465,0.302325581,0.139534884,0.100284054,0.039604538,-0.202581749,0.062693157
3782,0.099674376,0.402164491,0.468177926,0.029983206,0.1636829,0.3094629,0.42711,0.09974425,-0.064008524,0.092701591,0.041067926,-0.069761044,0.152173913,0.47826087,0.239130435,0.130434783,-0.052499537,-0.076096379,0.229047491,-0.100451577
3783,0.230484392,0.31042106,0.311334337,0.147760211,0.2477578,0.293722,0.3273543,0.1311659,-0.017273408,0.01669906,-0.016019963,0.016594311,0.083333333,0.25,0.25,0.416666667,0.147151059,0.06042106,0.061334337,-0.268906456
3784,0.329791242,0.175051459,0.424253645,0.070903654,0.3132231,0.2471074,0.3429752,0.09669421,0.016568142,-0.072055941,0.081278445,-0.025790556,0.615384615,0.076923077,0.153846154,0.153846154,-0.285593373,0.098128382,0.270407491,-0.0829425
3785,0.883552942,0.074319064,0.034588984,0.00753901,0.3929493,0.266552,0.2398968,0.1006019,0.490603642,-0.192232936,-0.205307816,-0.09306289,0.608108108,0.094594595,0.162162162,0.135135135,0.275444834,-0.020275531,-0.127573178,-0.127596125
3786,0.714520544,0.062384426,0.188489249,0.034605781,0.3678805,0.1568627,0.3660131,0.1092437,0.346640044,-0.094478274,-0.177523851,-0.074637919,0.0625,0.125,0.6875,0.125,0.652020544,-0.062615574,-0.499010751,-0.090394219
3787,0.151648127,0.04116167,0.796622173,0.01056803,0.2228797,0.2218935,0.4398422,0.1153846,-0.071231573,-0.18073183,0.356779973,-0.10481657,0.166666667,0.5,0.166666667,0.166666667,-0.01501854,-0.45883833,0.629955506,-0.156098637
3788,0.340433176,0.277463715,0.285243815,0.096859294,0.2695449,0.2952159,0.2987165,0.1365228,0.070888276,-0.017752185,-0.013472685,-0.039663506,0.166666667,0.166666667,0.166666667,0.5,0.173766509,0.110797048,0.118577148,-0.403140706
3789,0.554089565,0.246432713,0.126113972,0.073363751,0.3236052,0.3072961,0.2686695,0.1004292,0.230484365,-0.060863387,-0.142555528,-0.027065449,0.166666667,0.25,0.083333333,0.5,0.387422898,-0.003567287,0.042780639,-0.426636249
3790,0.093199736,0.48008324,0.346825903,0.079891121,0.2062044,0.350365,0.3366788,0.1067518,-0.113004664,0.12971824,0.010147103,-0.026860679,0.112903226,0.290322581,0.193548387,0.403225806,-0.01970349,0.189760659,0.153277516,-0.323334685
3791,0.414256044,0.303136008,0.20809588,0.074512069,0.3187166,0.284492,0.2716578,0.1251337,0.095539444,0.018644008,-0.06356192,-0.050621631,0.173913043,0.173913043,0.173913043,0.47826087,0.240343001,0.129222965,0.034182837,-0.403748801
3792,0.27731193,0.694733322,0.018830138,0.009124609,0.2772556,0.3759398,0.2368421,0.1099624,5.63301E-05,0.318793522,-0.218011962,-0.100837791,0.205479452,0.630136986,0.082191781,0.082191781,0.071832478,0.064596336,-0.063361643,-0.073067172
3793,0.526579393,0.227082972,0.14477214,0.101565495,0.2680653,0.3053613,0.2902098,0.1363636,0.258514093,-0.078278328,-0.14543766,-0.034798105,0.0625,0.125,0.25,0.5625,0.464079393,0.102082972,-0.10522786,-0.460934505
3794,0.400675,0.254896682,0.266091402,0.078336916,0.2954315,0.257868,0.3279188,0.1187817,0.1052435,-0.002971318,-0.061827398,-0.040444784,0.142857143,0.571428571,0.142857143,0.142857143,0.257817857,-0.316531889,0.123234259,-0.064520227
3795,0.677058795,0.147580774,0.152884693,0.022475738,0.3159961,0.2904809,0.2787046,0.1148184,0.361062695,-0.142900126,-0.125819907,-0.092342662,0.111111111,0.666666667,0.111111111,0.111111111,0.565947684,-0.519085893,0.041773582,-0.088635373
3796,0.47758736,0.422366246,0.036303062,0.063743331,0.4167433,0.300828,0.174793,0.1076357,0.06084406,0.121538246,-0.138489938,-0.043892369,0.595744681,0.14893617,0.106382979,0.14893617,-0.118157321,0.273430076,-0.070079917,-0.085192839
3797,0.097624202,0.787721312,0.045116372,0.069538113,0.2013359,0.4227099,0.264313,0.1116412,-0.103711698,0.365011412,-0.219196628,-0.042103087,0.066666667,0.6,0.066666667,0.266666667,0.030957535,0.187721312,-0.021550295,-0.197128554
3798,0.157432348,0.553229837,0.214096326,0.075241489,0.2648936,0.306383,0.3042553,0.1244681,-0.107461252,0.246846837,-0.090158974,-0.049226611,0.083333333,0.5,0.083333333,0.333333333,0.074099015,0.053229837,0.130762993,-0.258091844
3799,0.608031642,0.290912747,0.053418593,0.047637019,0.3847534,0.3049327,0.2053812,0.1049327,0.223278242,-0.014019953,-0.151962607,-0.057295681,0.545454545,0.181818182,0.181818182,0.090909091,0.062577097,0.109094565,-0.128399589,-0.043272072
3800,0.204732502,0.513491349,0.244870409,0.036905739,0.2132743,0.420354,0.2628319,0.1035398,-0.008541798,0.093137349,-0.017961491,-0.066634061,0.090909091,0.090909091,0.181818182,0.636363636,0.113823411,0.422582258,0.063052227,-0.599457897
3801,0.075027838,0.137333735,0.193854304,0.593784123,0.2951862,0.2715713,0.2942779,0.1389646,-0.220158362,-0.134237565,-0.100423596,0.454819523,0.142857143,0.285714286,0.285714286,0.285714286,-0.067829305,-0.148380551,-0.091859982,0.308069837
3802,0.119303065,0.611817103,0.041090642,0.22778919,0.1454545,0.5540107,0.1368984,0.1636364,-0.026151435,0.057806403,-0.095807758,0.06415279,0.1,0.7,0.1,0.1,0.019303065,-0.088182897,-0.058909358,0.12778919
3803,0.086976374,0.109494237,0.210316697,0.593212692,0.2388592,0.2638146,0.2245989,0.2727273,-0.151882826,-0.154320363,-0.014282203,0.320485392,0.2,0.14,0.1,0.56,-0.113023626,-0.030505763,0.110316697,0.033212692
3804,0.09864571,0.269628787,0.204405397,0.427320105,0.25,0.33125,0.2821429,0.1366071,-0.15135429,-0.061621213,-0.077737503,0.290713005,0.222222222,0.111111111,0.111111111,0.555555556,-0.123576512,0.158517676,0.093294286,-0.128235451
3805,0.061787952,0.07306285,0.084412405,0.780736793,0.2365385,0.2230769,0.2461538,0.2942308,-0.174750548,-0.15001405,-0.161741395,0.486505993,0.16,0.04,0.08,0.72,-0.098212048,0.03306285,0.004412405,0.060736793
3806,0.131810848,0.627564413,0.035830297,0.204794442,0.2363239,0.4496718,0.1466083,0.1673961,-0.104513052,0.177892613,-0.110778003,0.037398342,0.428571429,0.285714286,0.142857143,0.142857143,-0.296760581,0.341850127,-0.107026846,0.061937299
3807,0.060116522,0.227876061,0.295590259,0.416417158,0.147541,0.3023679,0.2714026,0.2786885,-0.087424478,-0.074491839,0.024187659,0.137728658,0.166666667,0.166666667,0.166666667,0.5,-0.106550145,0.061209394,0.128923592,-0.083582842
3808,0.145218367,0.085704284,0.151076195,0.618001153,0.2835821,0.3180253,0.2227325,0.1756602,-0.138363733,-0.232321016,-0.071656305,0.442340953,0.052631579,0.052631579,0.631578947,0.263157895,0.092586788,0.033072705,-0.480502752,0.354843258
3809,0.235886477,0.016618834,0.403317117,0.344177572,0.2870588,0.1552941,0.3776471,0.18,-0.051172323,-0.138675266,0.025670017,0.164177572,0.142857143,0.142857143,0.142857143,0.571428571,0.093029334,-0.126238309,0.260459974,-0.227250999
3810,0.096776275,0.033701391,0.229868629,0.639653705,0.2626263,0.1470258,0.4186308,0.1717172,-0.165850025,-0.113324409,-0.188762171,0.467936505,0.066666667,0.066666667,0.2,0.666666667,0.030109608,-0.032965276,0.029868629,-0.027012962
3811,0.131600558,0.12145081,0.237001816,0.509946816,0.1726845,0.3202512,0.266876,0.2401884,-0.041083942,-0.19880039,-0.029874184,0.269758416,0.125,0.5,0.125,0.25,0.006600558,-0.37854919,0.112001816,0.259946816
3812,0.24321027,0.087570526,0.220908582,0.448310622,0.2784,0.2416,0.2352,0.2448,-0.03518973,-0.154029474,-0.014291418,0.203510622,0.1,0.1,0.1,0.7,0.14321027,-0.012429474,0.120908582,-0.251689378
3813,0.476873791,0.079853026,0.053071258,0.390201925,0.3737931,0.2289655,0.1862069,0.2110345,0.103080691,-0.149112474,-0.133135642,0.179167425,0.166666667,0.166666667,0.166666667,0.5,0.310207124,-0.086813641,-0.113595409,-0.109798075
3814,0.0701052,0.225213,0.118873552,0.585808248,0.2071517,0.4217016,0.1824908,0.188656,-0.1370465,-0.1964886,-0.063617248,0.397152248,0.142857143,0.285714286,0.142857143,0.428571429,-0.072751943,-0.060501286,-0.023983591,0.157236819
3815,0.091425468,0.351950695,0.142242262,0.414381575,0.1874311,0.5181918,0.1256891,0.168688,-0.096005632,-0.166241105,0.016553162,0.245693575,0.2,0.066666667,0.2,0.533333333,-0.108574532,0.285284028,-0.057757738,-0.118951758
3816,0.023163735,0.107234271,0.133867886,0.735734109,0.1819596,0.2550544,0.3250389,0.2379471,-0.158795865,-0.147820129,-0.191171014,0.497787009,0.166666667,0.166666667,0.166666667,0.5,-0.143502932,-0.059432396,-0.032798781,0.235734109
3817,0.294099644,0.156884131,0.026911236,0.522104988,0.2668067,0.3991597,0.1733193,0.1607143,0.027292944,-0.242275569,-0.146408064,0.361390688,0.166666667,0.5,0.166666667,0.166666667,0.127432977,-0.343115869,-0.139755431,0.355438321
3818,0.04807946,0.391204379,0.06983807,0.490878092,0.1215227,0.5241581,0.1303075,0.2240117,-0.07344324,-0.132953721,-0.06046943,0.266866392,0.166666667,0.166666667,0.166666667,0.5,-0.118587207,0.224537712,-0.096828597,-0.009121908
3819,0.153872677,0.153072201,0.198151714,0.494903408,0.2427861,0.3572139,0.2477612,0.1522388,-0.088913423,-0.204141699,-0.049609486,0.342664608,0.166666667,0.166666667,0.166666667,0.5,-0.01279399,-0.013594466,0.031485047,-0.005096592
3820,0.077809023,0.512094402,0.220205903,0.189890672,0.1714286,0.3102041,0.3877551,0.1306122,-0.093619577,0.201890302,-0.167549197,0.059278472,0.166666667,0.583333333,0.083333333,0.166666667,-0.088857644,-0.071238931,0.13687257,0.023224005
3821,0.259749735,0.420434203,0.093043285,0.226772776,0.2966507,0.4095694,0.2019139,0.09186603,-0.036900965,0.010864803,-0.108870615,0.134906746,0.071428571,0.714285714,0.142857143,0.071428571,0.188321164,-0.293851511,-0.049813858,0.155344205
3822,0.116632372,0.171135206,0.203321958,0.508910464,0.2140175,0.2740926,0.3917397,0.1201502,-0.097385128,-0.102957394,-0.188417742,0.388760264,0.055555556,0.166666667,0.166666667,0.611111111,0.061076816,0.004468539,0.036655291,-0.102200647
3823,0.226969906,0.221912737,0.319988146,0.231129212,0.2272025,0.3183926,0.3060278,0.1483771,-0.000232594,-0.096479863,0.013960346,0.082752112,0.076923077,0.076923077,0.076923077,0.769230769,0.150046829,0.14498966,0.243065069,-0.538101557
3824,0.135847506,0.11705786,0.431128677,0.315965956,0.2789203,0.1992288,0.3984576,0.1233933,-0.143072794,-0.08217094,0.032671077,0.192572656,0.111111111,0.111111111,0.666666667,0.111111111,0.024736395,0.005946749,-0.23553799,0.204854845
3825,0.132807073,0.440516502,0.134853218,0.291823207,0.2555804,0.421875,0.2154018,0.1071429,-0.122773327,0.018641502,-0.080548582,0.184680307,0.125,0.625,0.125,0.125,0.007807073,-0.184483498,0.009853218,0.166823207
3826,0.200740332,0.154900346,0.430856332,0.21350299,0.2802817,0.2253521,0.3591549,0.1352113,-0.079541368,-0.070451754,0.071701432,0.07829169,0.111111111,0.111111111,0.111111111,0.666666667,0.089629221,0.043789235,0.319745221,-0.453163677
3827,0.043035729,0.623912289,0.115250102,0.21780188,0.2701493,0.3880597,0.1985075,0.1432836,-0.227113571,0.235852589,-0.083257398,0.07451828,0.125,0.625,0.125,0.125,-0.081964271,-0.001087711,-0.009749898,0.09280188
3828,0.082465226,0.036867954,0.847052293,0.033614527,0.1617486,0.1737705,0.5595628,0.104918,-0.079283374,-0.136902546,0.287489493,-0.071303473,0.047619048,0.047619048,0.761904762,0.142857143,0.034846178,-0.010751094,0.085147531,-0.109242616
3829,0.279623418,0.530394477,0.046467476,0.14351463,0.3205418,0.3374718,0.2336343,0.1083521,-0.040918382,0.192922677,-0.187166824,0.03516253,0.333333333,0.166666667,0.166666667,0.333333333,-0.053709915,0.36372781,-0.120199191,-0.189818703
3830,0.13266283,0.674213601,0.120120651,0.073002918,0.2378182,0.3694545,0.3229091,0.06981818,-0.10515537,0.304759101,-0.202788449,0.003184738,0.1,0.6,0.2,0.1,0.03266283,0.074213601,-0.079879349,-0.026997082
3831,0.193147899,0.117220115,0.601031327,0.088600659,0.2405063,0.1869523,0.4790652,0.09347614,-0.047358401,-0.069732185,0.121966127,-0.004875481,0.037037037,0.037037037,0.740740741,0.185185185,0.156110862,0.080183078,-0.139709414,-0.096584526
3832,0.068383774,0.631713347,0.080174131,0.219728749,0.1664804,0.4815642,0.2446927,0.1072626,-0.098096626,0.150149147,-0.164518569,0.112466149,0.142857143,0.142857143,0.142857143,0.571428571,-0.074473369,0.488856204,-0.062683012,-0.351699822
3833,0.111343196,0.740928274,0.112180621,0.035547909,0.2577519,0.4631783,0.1860465,0.09302326,-0.146408704,0.277749974,-0.073865879,-0.057475351,0.166666667,0.166666667,0.166666667,0.5,-0.055323471,0.574261607,-0.054486046,-0.464452091
3834,0.297276219,0.209490212,0.269051671,0.224181898,0.3669725,0.1995413,0.3233945,0.1100917,-0.069696281,0.009948912,-0.054342829,0.114090198,0.2,0.2,0.4,0.2,0.097276219,0.009490212,-0.130948329,0.024181898
3835,0.133700725,0.374563226,0.326040816,0.165695232,0.2586016,0.1886792,0.4461709,0.1065483,-0.124900875,0.185884026,-0.120130084,0.059146932,0.4,0.2,0.2,0.2,-0.266299275,0.174563226,0.126040816,-0.034304768
3836,0.082241076,0.227127,0.281355824,0.4092761,0.1638298,0.3329787,0.4010638,0.1021277,-0.081588724,-0.1058517,-0.119707976,0.3071484,0.083333333,0.333333333,0.166666667,0.416666667,-0.001092257,-0.106206333,0.114689157,-0.007390567
3837,0.537590595,0.173597068,0.178134692,0.110677644,0.3789581,0.1940756,0.328907,0.09805924,0.158632495,-0.020478532,-0.150772308,0.012618404,0.230769231,0.076923077,0.615384615,0.076923077,0.306821364,0.096673991,-0.437249923,0.033754567
3838,0.215049365,0.510125121,0.069741382,0.205084131,0.2852697,0.4149378,0.2002075,0.09958506,-0.070220335,0.095187321,-0.130466118,0.105499071,0.090909091,0.727272727,0.090909091,0.090909091,0.124140274,-0.217147606,-0.021167709,0.11417504
3839,0.36620368,0.161230942,0.409127981,0.063437397,0.2906977,0.1682627,0.3857729,0.1552668,0.07550598,-0.007031758,0.023355081,-0.091829403,0.608108108,0.094594595,0.162162162,0.135135135,-0.241904428,0.066636347,0.246965819,-0.071697738
3840,0.072666436,0.220185613,0.639053753,0.068094197,0.1407407,0.2777778,0.3712963,0.2101852,-0.068074264,-0.057592187,0.267757453,-0.142091003,0.142857143,0.428571429,0.285714286,0.142857143,-0.070190707,-0.208385816,0.353339467,-0.074762946
3841,0.099171251,0.224219447,0.377287081,0.299322222,0.1708494,0.1621622,0.4478764,0.219112,-0.071678149,0.062057247,-0.070589319,0.080210222,0.026315789,0.184210526,0.552631579,0.236842105,0.072855462,0.040008921,-0.175344498,0.062480117
3842,0.394957819,0.084460818,0.119992659,0.400588704,0.4140625,0.1328125,0.1575521,0.2955729,-0.019104681,-0.048351682,-0.037559441,0.105015804,0.5,0.1,0.3,0.1,-0.105042181,-0.015539182,-0.180007341,0.300588704
3843,0.279969208,0.211242324,0.34720279,0.161585678,0.2895888,0.216098,0.295713,0.1986002,-0.009619592,-0.004855676,0.05148979,-0.037014522,0.4,0.2,0.2,0.2,-0.120030792,0.011242324,0.14720279,-0.038414322
3844,0.246233838,0.046202052,0.657840653,0.049723457,0.3159108,0.1183705,0.3912375,0.1744812,-0.069676962,-0.072168448,0.266603153,-0.124757743,0.071428571,0.142857143,0.428571429,0.357142857,0.174805267,-0.096655091,0.229269224,-0.3074194
3845,0.504412631,0.12279739,0.149354661,0.223435319,0.3498896,0.1644592,0.2350993,0.2505519,0.154523031,-0.04166181,-0.085744639,-0.027116581,0.3,0.133333333,0.333333333,0.233333333,0.204412631,-0.010535943,-0.183978672,-0.009898014
3846,0.11892511,0.395236579,0.31713695,0.168701361,0.123445,0.338756,0.3205742,0.2172249,-0.00451989,0.056480579,-0.00343725,-0.048523539,0.285714286,0.142857143,0.142857143,0.428571429,-0.166789176,0.252379436,0.174279807,-0.259870068
3847,0.123738653,0.096007452,0.273365572,0.506888322,0.2183544,0.1898734,0.2325949,0.3591772,-0.094615747,-0.093865948,0.040770672,0.147711122,0.166666667,0.166666667,0.5,0.166666667,-0.042928014,-0.070659215,-0.226634428,0.340221655
3848,0.487568142,0.118730174,0.19938657,0.194315114,0.2695578,0.1717687,0.3656463,0.1930272,0.218010342,-0.053038526,-0.16625973,0.001287914,0.111111111,0.111111111,0.555555556,0.222222222,0.376457031,0.007619063,-0.356168986,-0.027907108
3849,0.35883453,0.182773961,0.419927583,0.038463926,0.2454418,0.1718093,0.4235624,0.1591865,0.11339273,0.010964661,-0.003634817,-0.120722574,0.487804878,0.195121951,0.170731707,0.146341463,-0.128970348,-0.01234799,0.249195876,-0.107877537
3850,0.130161252,0.148923298,0.319698379,0.401217071,0.1954625,0.1378709,0.2705061,0.3961606,-0.065301248,0.011052398,0.049192279,0.005056471,0.147058824,0.088235294,0.264705882,0.5,-0.016897572,0.060688004,0.054992497,-0.098782929
3851,0.069634956,0.140382005,0.337576176,0.452406863,0.1494396,0.1531756,0.4146949,0.2826899,-0.079804644,-0.012793595,-0.077118724,0.169716963,0.571428571,0.142857143,0.142857143,0.142857143,-0.501793615,-0.002475138,0.194719033,0.30954972
3852,0.57408524,0.139197415,0.13673835,0.149978996,0.4025097,0.1766409,0.2017375,0.219112,0.17157554,-0.037443485,-0.06499915,-0.069133004,0.625,0.125,0.125,0.125,-0.05091476,0.014197415,0.01173835,0.024978996
3853,0.484939129,0.0909775,0.075013673,0.349069697,0.4927235,0.1299376,0.1413721,0.2359667,-0.007784371,-0.0389601,-0.066358427,0.113102997,0.428571429,0.285714286,0.142857143,0.142857143,0.0563677,-0.194736786,-0.06784347,0.206212554
3854,0.227721773,0.054327606,0.646210384,0.071740237,0.4094794,0.1095571,0.3045843,0.1763792,-0.181757627,-0.055229494,0.341626084,-0.104638963,0.5,0.166666667,0.166666667,0.166666667,-0.272278227,-0.112339061,0.479543717,-0.09492643
3855,0.041643326,0.644789483,0.188063605,0.125503586,0.1273047,0.3898156,0.2835821,0.1992976,-0.085661374,0.254973883,-0.095518495,-0.073794014,0.125,0.25,0.375,0.25,-0.083356674,0.394789483,-0.186936395,-0.124496414
3856,0.081798743,0.313493316,0.354556019,0.250151922,0.1805158,0.2750716,0.2191977,0.3252149,-0.098717057,0.038421716,0.135358319,-0.075062978,0.111111111,0.111111111,0.111111111,0.666666667,-0.029312368,0.202382205,0.243444908,-0.416514745
3857,0.267413746,0.358760562,0.169866667,0.203959024,0.1958585,0.3606557,0.2476273,0.1958585,0.071555246,-0.001895138,-0.077760633,0.008100524,0.181818182,0.454545455,0.090909091,0.272727273,0.085595564,-0.095784893,0.078957576,-0.068768249
3858,0.036286802,0.48035635,0.258662419,0.224694429,0.1371546,0.3520983,0.3715455,0.1392016,-0.100867798,0.12825805,-0.112883081,0.085492829,0.166666667,0.166666667,0.333333333,0.333333333,-0.130379865,0.313689683,-0.074670914,-0.108638904
3859,0.169910164,0.383857993,0.206509052,0.23972279,0.2191436,0.2846348,0.324937,0.1712846,-0.049233436,0.099223193,-0.118427948,0.06843819,0.111111111,0.111111111,0.111111111,0.666666667,0.058799053,0.272746882,0.095397941,-0.426943877
3860,0.060797481,0.37622066,0.260923184,0.302058676,0.2283105,0.293379,0.3230594,0.1552511,-0.167513019,0.08284166,-0.062136216,0.146807576,0.125,0.125,0.125,0.625,-0.064202519,0.25122066,0.135923184,-0.322941324
3861,0.080189389,0.12640248,0.666498838,0.126909293,0.1577438,0.166348,0.5458891,0.1300191,-0.077554411,-0.03994552,0.120609738,-0.003109807,0.089552239,0.119402985,0.71641791,0.074626866,-0.00936285,0.006999495,-0.049919072,0.052282427
3862,0.459033637,0.179934938,0.049973377,0.311058049,0.402439,0.2128603,0.2339246,0.1507761,0.056594637,-0.032925362,-0.183951223,0.160281949,0.076923077,0.230769231,0.076923077,0.615384615,0.38211056,-0.050834293,-0.0269497,-0.304326566
3863,0.14487927,0.186950008,0.509273475,0.158897248,0.233849,0.1701547,0.4722475,0.1237489,-0.08896973,0.016795308,0.037025975,0.035148348,0.122807018,0.122807018,0.649122807,0.105263158,0.022072252,0.06414299,-0.139849332,0.05363409
3864,0.164299747,0.521540576,0.065499586,0.248660091,0.2611549,0.3425197,0.2178478,0.1784777,-0.096855153,0.179020876,-0.152348214,0.070182391,0.083333333,0.138888889,0.222222222,0.555555556,0.080966414,0.382651687,-0.156722636,-0.306895465
3865,0.42094528,0.043567696,0.089902781,0.445584244,0.4002463,0.1699507,0.2623153,0.1674877,0.02069898,-0.126383004,-0.172412519,0.278096544,0.166666667,0.166666667,0.166666667,0.5,0.254278613,-0.123098971,-0.076763886,-0.054415756
3866,0.785673447,0.032429583,0.087300047,0.094596923,0.5630885,0.1252354,0.1836158,0.1280603,0.222584947,-0.092805817,-0.096315753,-0.033463377,0.555555556,0.111111111,0.222222222,0.111111111,0.230117891,-0.078681528,-0.134922175,-0.016514188
3867,0.108721065,0.374630143,0.041546209,0.475102584,0.1848998,0.366718,0.238829,0.2095532,-0.076178735,0.007912143,-0.197282791,0.265549384,0.1,0.1,0.1,0.7,0.008721065,0.274630143,-0.058453791,-0.224897416
3868,0.751211439,0.143744114,0.02745962,0.077584828,0.5331492,0.1556169,0.1860037,0.1252302,0.218062239,-0.011872786,-0.15854408,-0.047645372,0.698113208,0.132075472,0.075471698,0.094339623,0.053098231,0.011668642,-0.048012078,-0.016754795
3869,0.263691244,0.44252722,0.041931997,0.251849539,0.2529528,0.4281496,0.1850394,0.1338583,0.010738444,0.01437762,-0.143107403,0.117991239,0.25,0.375,0.125,0.25,0.013691244,0.06752722,-0.083068003,0.001849539
3870,0.084873806,0.242239232,0.235074705,0.437812257,0.3647541,0.1994536,0.25,0.1857923,-0.279880294,0.042785632,-0.014925295,0.252019957,0.705882353,0.058823529,0.058823529,0.176470588,-0.621008547,0.183415703,0.176251176,0.261341669
3871,0.566748632,0.253886268,0.098474306,0.080890794,0.3958183,0.297765,0.2083634,0.09805335,0.170930332,-0.043878732,-0.109889094,-0.017162556,0.545454545,0.090909091,0.090909091,0.272727273,0.021294087,0.162977177,0.007565215,-0.191836479
3872,0.106223858,0.070388204,0.644717392,0.178670546,0.2280543,0.2099548,0.438914,0.1230769,-0.121830442,-0.139566596,0.205803392,0.055593646,0.111111111,0.222222222,0.555555556,0.111111111,-0.004887253,-0.151834018,0.089161836,0.067559435
3873,0.409754962,0.390059911,0.125636549,0.074548578,0.3500728,0.2438137,0.3071325,0.09898108,0.059682162,0.146246211,-0.181495951,-0.024432502,0.473684211,0.157894737,0.157894737,0.210526316,-0.063929249,0.232165174,-0.032258188,-0.135977738
3874,0.026473267,0.664680373,0.134478517,0.174367843,0.1356589,0.4699612,0.2625969,0.1317829,-0.109185633,0.194719173,-0.128118383,0.042584943,0.09375,0.6875,0.046875,0.171875,-0.067276733,-0.022819627,0.087603517,0.002492843
3875,0.200063757,0.473806814,0.115419028,0.210710402,0.3484391,0.3635448,0.1510574,0.1369587,-0.148375343,0.110262014,-0.035638372,0.073751702,0.166666667,0.166666667,0.166666667,0.5,0.03339709,0.307140147,-0.051247639,-0.289289598
